#1
float	shading_matrix(50,50)
0.000	-1.257	-1.204	-1.152	-1.100	-1.047	-0.995	-0.942	-0.890	-0.838	-0.785	-0.733	-0.681	-0.628	-0.576	-0.524	-0.471	-0.419	-0.367	-0.314	-0.262	-0.209	-0.157	-0.105	-0.052	0.000	0.052	0.105	0.157	0.209	0.262	0.314	0.367	0.419	0.471	0.524	0.576	0.628	0.681	0.733	0.785	0.838	0.890	0.942	0.995	1.047	1.100	1.152	1.204	1.257
-1.257	0.00	0.00	0.00	0.00	0.00	0.02	0.04	0.07	0.08	0.13	0.16	0.18	0.20	0.20	0.18	0.14	0.13	0.12	0.10	0.09	0.07	0.07	0.06	0.03	0.00	0.03	0.06	0.07	0.07	0.09	0.10	0.12	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.08	0.05	0.02	0.00	0.00	0.00	0.00	0.00
-1.204	0.00	0.00	0.00	0.01	0.02	0.03	0.06	0.07	0.10	0.11	0.15	0.17	0.19	0.17	0.15	0.13	0.12	0.10	0.09	0.08	0.08	0.08	0.09	0.10	0.10	0.10	0.09	0.08	0.08	0.08	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.08	0.05	0.02	0.00	0.00	0.00
-1.152	0.00	0.00	0.00	0.00	0.01	0.02	0.03	0.07	0.07	0.10	0.13	0.15	0.16	0.14	0.13	0.13	0.12	0.11	0.11	0.12	0.13	0.15	0.15	0.16	0.20	0.16	0.15	0.15	0.13	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.11	0.07	0.04	0.00	0.00
-1.100	0.00	0.00	0.00	0.00	0.01	0.03	0.05	0.07	0.13	0.13	0.16	0.19	0.21	0.20	0.18	0.18	0.18	0.18	0.18	0.19	0.19	0.21	0.21	0.20	0.20	0.20	0.21	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.14	0.10	0.03	0.00
-1.047	0.00	0.00	0.00	0.00	0.01	0.02	0.04	0.06	0.09	0.12	0.15	0.17	0.20	0.20	0.22	0.20	0.20	0.23	0.23	0.24	0.25	0.26	0.27	0.30	0.30	0.30	0.27	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.18	0.11	0.08	0.02
-0.995	0.00	0.00	0.00	0.00	0.01	0.03	0.06	0.09	0.12	0.16	0.19	0.22	0.25	0.25	0.26	0.27	0.28	0.30	0.31	0.31	0.32	0.33	0.33	0.33	0.30	0.33	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.22	0.15	0.12	0.03
-0.942	0.00	0.00	0.00	0.00	0.01	0.04	0.07	0.09	0.13	0.16	0.20	0.23	0.28	0.29	0.30	0.31	0.33	0.34	0.35	0.37	0.38	0.39	0.40	0.40	0.40	0.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.20	0.12	0.09	0.02
-0.890	0.00	0.00	0.00	0.01	0.04	0.06	0.09	0.13	0.18	0.22	0.26	0.30	0.35	0.36	0.37	0.39	0.40	0.42	0.42	0.44	0.45	0.46	0.47	0.50	0.50	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.27	0.22	0.12	0.09	0.03
-0.838	0.00	0.00	0.00	0.02	0.04	0.06	0.11	0.16	0.20	0.24	0.28	0.33	0.39	0.42	0.43	0.45	0.45	0.47	0.50	0.51	0.52	0.53	0.53	0.52	0.50	0.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.19	0.10	0.07	0.02
