[,,
28561626.199,0.0,;
28561636.320,0.0,;
28561646.261,0.0,;
28561656.197,0.0,;
28561666.207,0.0,;
28561676.262,0.0,;
28561686.195,0.0,;
28561696.208,0.0,;
28561706.385,0.0,;
28561716.208,0.0,;
28561726.209,0.0,;
28561736.192,0.0,;
28561777.538,0.0,;
28561786.190,0.0,;
28561796.189,0.0,;
28561806.321,0.0,;
28561816.188,0.0,;
28561826.203,0.0,;
28561836.187,0.0,;
28561846.186,0.0,;
28561856.345,0.0,;
28561866.185,0.0,;
28561876.184,0.0,;
28561886.184,0.0,;
28561896.183,0.0,;
28561906.250,0.0,;
28561916.182,0.0,;
28561926.182,0.0,;
28561936.370,0.0,;
28561946.180,0.0,;
28561956.180,0.0,;
28561966.179,0.0,;
28561976.200,0.0,;
28561986.178,0.0,;
28561996.203,0.0,;
28562006.177,0.0,;
28562016.176,0.0,;
28562026.199,0.0,;
28562036.175,0.0,;
28562046.175,0.0,;
28562056.200,0.0,;
28562066.174,0.0,;
28562076.173,0.0,;
28562086.199,24.8,;
28562096.252,25.8,;
28562106.433,25.3,;
28562116.171,25.1,;
28562126.170,25.4,;
28562136.170,25.9,;
28562146.201,26.1,;
28562156.168,26.0,;
28562166.168,25.8,;
28562176.197,25.9,;
28562186.167,25.9,;
28562196.195,25.9,;
28562206.166,25.8,;
28562216.197,25.9,;
28562226.164,26.0,;
28562236.164,26.0,;
28562246.163,26.1,;
28562256.203,26.0,;
28562266.162,26.1,;
28562276.532,26.1,;
28562286.321,26.1,;
28562296.197,26.1,;
28562306.160,26.0,;
28562316.159,26.0,;
28562326.159,25.9,;
28562336.158,26.1,;
28562346.194,26.0,;
28562356.618,26.0,;
28562366.585,25.9,;
28562492.064,25.9,;
28562496.149,8.8,;
28562506.148,25.7,;
28562516.188,25.9,;
28562526.187,25.8,;
28562536.147,25.7,;
28562546.146,25.6,;
28562556.146,25.7,;
28562566.539,25.7,;
28562576.144,25.7,;
28562586.144,25.6,;
28562596.143,25.5,;
28562606.143,25.6,;
28562616.142,25.5,;
28562626.142,25.5,;
28562636.184,25.5,;
28562646.140,25.6,;
28562656.140,25.5,;
28562666.139,25.6,;
28562676.139,25.5,;
28562686.138,25.4,;
28562696.138,25.4,;
28562706.137,25.3,;
28562716.136,25.4,;
28562726.136,25.3,;
28562736.184,25.4,;
28562746.135,25.4,;
28562756.134,25.3,;
28562766.134,25.4,;
28562776.133,23.9,;
28562786.132,23.1,;
28562796.181,25.0,;
28562806.131,25.2,;
28562816.183,25.2,;
28562826.130,25.2,;
28562836.183,25.2,;
28562846.129,25.2,;
28562856.128,25.2,;
28562866.182,25.2,;
28562876.127,25.1,;
28562886.127,25.2,;
28562896.178,25.2,;
28562906.192,25.2,;
28562916.125,25.2,;
28562926.124,25.2,;
28562936.124,25.2,;
28562946.123,25.1,;
28562956.854,25.2,;
28562966.122,25.1,;
28562976.122,25.2,;
28562986.121,25.1,;
28562996.120,25.1,;
28563006.120,25.1,;
28563016.119,25.1,;
28563026.119,25.1,;
28563036.118,25.2,;
28563046.183,25.0,;
28563056.117,25.0,;
28563066.116,24.9,;
28563076.116,24.9,;
28563086.223,24.9,;
28563096.115,24.9,;
28563106.177,24.9,;
28563116.114,24.8,;
28563126.113,24.9,;
28563136.763,24.9,;
28563146.112,24.9,;
28563156.174,24.7,;
28563166.111,24.8,;
28563176.110,24.8,;
28563186.110,24.7,;
28563196.109,24.7,;
28563206.108,24.7,;
28563216.875,24.7,;
28563226.107,24.6,;
28563236.171,24.6,;
28563246.106,24.7,;
28563256.106,24.7,;
28563266.105,24.6,;
28563276.104,24.6,;
28563286.104,24.6,;
28563296.103,24.6,;
28563306.103,24.6,;
28563316.102,24.5,;
28563326.178,24.5,;
28563336.170,24.4,;
28563346.100,24.6,;
28563356.170,24.6,;
28563366.167,24.5,;
28563376.099,24.5,;
28563386.168,24.2,;
28563396.098,24.2,;
28563406.097,24.4,;
28563416.168,24.3,;
28563426.096,24.5,;
28563437.118,24.3,;
28563446.095,24.3,;
28563456.166,24.4,;
28563466.094,24.4,;
28563476.093,24.3,;
28563486.168,24.3,;
28563496.092,24.3,;
28563506.233,24.4,;
28563516.091,24.2,;
28563526.090,24.1,;
28563536.174,24.1,;
28563546.167,24.1,;
28563556.088,24.1,;
28563566.088,24.1,;
28563576.167,24.1,;
28563586.087,24.1,;
28563596.086,24.1,;
28563606.085,23.9,;
28563616.085,24.0,;
28563626.084,24.0,;
28563636.168,24.0,;
28563646.083,23.9,;
28563656.083,23.9,;
28563666.161,23.9,;
28563676.081,23.9,;
28563686.081,23.9,;
28563696.080,23.8,;
28563706.080,23.8,;
28563716.079,23.9,;
28563726.079,23.8,;
28563736.078,23.8,;
28563746.077,23.8,;
28563756.077,23.8,;
28563766.076,23.8,;
28563776.076,23.8,;
28563786.075,23.8,;
28563796.075,23.8,;
28563806.074,23.7,;
28563816.073,23.7,;
28563826.073,23.7,;
28563836.072,23.7,;
28563846.072,23.6,;
28563856.071,23.7,;
28563866.162,23.7,;
28563876.159,23.6,;
28563886.069,23.6,;
28563896.069,23.6,;
28563906.068,23.5,;
28563916.068,23.6,;
28563926.159,23.5,;
28563936.067,23.6,;
28563946.066,23.5,;
28563956.065,23.5,;
28563966.065,23.5,;
28563976.064,23.6,;
