#1	
float	4DLUT(60025,2)
5162	0.327586
5163	0.344828
5164	0.362069
5165	0.37931
5166	0.387931
5167	0.396552
5168	0.396552
5169	0.405172
5170	0.413793
5171	0.405172
5172	0.396552
5173	0.396552
5174	0.387931
5175	0.387931
5176	0.37069
5177	0.353448
5178	0.344828
5179	0.327586
5180	0.293103
5181	0.293103
5182	0.258621
5183	0.224138
5184	0.198276
5185	0.181034
5186	0.155172
5187	0.12931
5188	0.103448
5189	0.086207
5190	0.060345
5191	0.043103
5192	0.034483
5193	0.017241
5194	0.008621
5195	0.017241
5196	0.017241
5197	0.051724
5198	0.060345
5199	0.086207
5200	0.103448
5201	0.137931
5202	0.163793
5203	0.189655
5204	0.215517
5205	0.241379
5206	0.284483
5207	0.310345
5208	0.336207
5209	0.362069
5210	0.396552
5211	0.396552
5212	0.413793
5213	0.431034
5214	0.439655
5215	0.448276
5216	0.448276
5217	0.456897
5218	0.456897
5219	0.456897
5220	0.456897
5221	0.456897
5222	0.456897
5223	0.456897
5224	0.439655
5225	0.422414
5226	0.413793
5227	0.396552
5228	0.37931
5229	0.37069
5230	0.318966
5231	0.293103
5232	0.284483
5233	0.25
5234	0.224138
5235	0.189655
5236	0.163793
5237	0.137931
5238	0.112069
5239	0.086207
5240	0.060345
5241	0.043103
5242	0.025862
5243	0.008621
5244	0.017241
5245	0.051724
5246	0.051724
5247	0.086207
5248	0.112069
5249	0.146552
5250	0.172414
5251	0.198276
5252	0.241379
5253	0.267241
5254	0.293103
5255	0.344828
5256	0.37069
5257	0.405172
5258	0.422414
5259	0.456897
5260	0.465517
5261	0.474138
5262	0.491379
5263	0.5
5264	0.5
5265	0.5
5266	0.508621
5267	0.517241
5268	0.5
5269	0.517241
5270	0.517241
5271	0.508621
5272	0.508621
5273	0.5
5274	0.482759
5275	0.474138
5276	0.456897
5277	0.439655
5278	0.422414
5279	0.396552
5280	0.387931
5281	0.336207
5282	0.310345
5283	0.267241
5284	0.25
5285	0.206897
5286	0.181034
5287	0.146552
5288	0.112069
5289	0.086207
5290	0.060345
5291	0.043103
5292	0.017241
5293	0.017241
5294	0.051724
5295	0.077586
5296	0.112069
5297	0.137931
5298	0.181034
5299	0.215517
5300	0.25
5301	0.293103
5302	0.318966
5303	0.353448
5304	0.387931
5305	0.431034
5306	0.456897
5307	0.474138
5308	0.525862
5309	0.534483
5310	0.525862
5311	0.543103
5312	0.551724
5313	0.551724
5314	0.568966
5315	0.568966
5316	0.577586
5317	0.586207
5318	0.577586
5319	0.568966
5320	0.560345
5321	0.568966
5322	0.551724
5323	0.543103
5324	0.525862
5325	0.517241
5326	0.508621
5327	0.482759
5328	0.474138
5329	0.387931
5330	0.37931
5331	0.37069
5332	0.327586
5333	0.293103
5334	0.258621
5335	0.224138
5336	0.181034
5337	0.155172
5338	0.112069
5339	0.086207
5340	0.051724
5341	0.034483
5342	0.051724
5343	0.060345
5344	0.103448
5345	0.137931
5346	0.181034
5347	0.224138
5348	0.267241
5349	0.293103
5350	0.336207
5351	0.37069
5352	0.413793
5353	0.456897
5354	0.482759
5355	0.525862
5356	0.534483
5357	0.534483
5358	0.577586
5359	0.577586
5360	0.603448
5361	0.612069
5362	0.612069
5363	0.62069
5364	0.62931
5365	0.62069
5366	0.62069
5367	0.62069
5368	0.62931
5369	0.62069
5370	0.612069
5371	0.612069
5372	0.603448
5373	0.594828
5374	0.586207
5375	0.560345
5376	0.551724
5377	0.525862
5378	0.491379
5379	0.474138
5380	0.422414
5381	0.387931
5382	0.344828
5383	0.318966
5384	0.267241
5385	0.232759
5386	0.189655
5387	0.155172
5388	0.112069
5389	0.077586
5390	0.043103
5391	0.051724
5392	0.103448
5393	0.137931
5394	0.189655
5395	0.232759
5396	0.267241
5397	0.318966
5398	0.37069
5399	0.396552
5400	0.431034
5401	0.474138
5402	0.517241
5403	0.551724
5404	0.594828
5405	0.603448
5406	0.612069
5407	0.637931
5408	0.646552
5409	0.655172
5410	0.672414
5411	0.681034
5412	0.672414
5413	0.681034
5414	0.681034
5415	0.663793
5416	0.681034
5417	0.681034
5418	0.672414
5419	0.663793
5420	0.663793
5421	0.663793
5422	0.655172
5423	0.637931
5424	0.62931
5425	0.612069
5426	0.586207
5427	0.560345
5428	0.491379
5429	0.465517
5430	0.448276
5431	0.405172
5432	0.37931
5433	0.327586
5434	0.284483
5435	0.232759
5436	0.198276
5437	0.137931
5438	0.112069
5439	0.068966
5440	0.086207
5441	0.12931
5442	0.181034
5443	0.224138
5444	0.275862
5445	0.318966
5446	0.362069
5447	0.405172
5448	0.448276
5449	0.482759
5450	0.534483
5451	0.568966
5452	0.603448
5453	0.672414
5454	0.672414
5455	0.681034
5456	0.698276
5457	0.706897
5458	0.715517
5459	0.724138
5460	0.732759
5461	0.732759
5462	0.741379
5463	0.75
5464	0.75
5465	0.741379
5466	0.732759
5467	0.741379
5468	0.732759
5469	0.724138
5470	0.715517
5471	0.706897
5472	0.698276
5473	0.681034
5474	0.663793
5475	0.655172
5476	0.612069
5477	0.568966
5478	0.551724
5479	0.5
5480	0.456897
5481	0.413793
5482	0.37069
5483	0.327586
5484	0.284483
5485	0.241379
5486	0.189655
5487	0.137931
5488	0.103448
5489	0.112069
5490	0.155172
5491	0.224138
5492	0.275862
5493	0.318966
5494	0.362069
5495	0.422414
5496	0.456897
5497	0.508621
5498	0.551724
5499	0.577586
5500	0.62931
5501	0.646552
5502	0.724138
5503	0.732759
5504	0.732759
5505	0.75
5506	0.758621
5507	0.767241
5508	0.784483
5509	0.784483
5510	0.793103
5511	0.793103
5512	0.793103
5513	0.793103
5514	0.793103
5515	0.793103
5516	0.793103
5517	0.784483
5518	0.775862
5519	0.775862
5520	0.767241
5521	0.75
5522	0.741379
5523	0.732759
5524	0.715517
5525	0.672414
5526	0.637931
5527	0.586207
5528	0.534483
5529	0.517241
5530	0.474138
5531	0.431034
5532	0.37931
5533	0.327586
5534	0.284483
5535	0.232759
5536	0.172414
5537	0.12931
5538	0.155172
5539	0.206897
5540	0.258621
5541	0.310345
5542	0.353448
5543	0.396552
5544	0.465517
5545	0.517241
5546	0.551724
5547	0.594828
5548	0.637931
5549	0.689655
5550	0.715517
5551	0.767241
5552	0.784483
5553	0.793103
5554	0.810345
5555	0.818966
5556	0.827586
5557	0.836207
5558	0.836207
5559	0.844828
5560	0.844828
5561	0.836207
5562	0.827586
5563	0.844828
5564	0.844828
5565	0.844828
5566	0.836207
5567	0.844828
5568	0.836207
5569	0.827586
5570	0.810345
5571	0.801724
5572	0.793103
5573	0.775862
5574	0.732759
5575	0.698276
5576	0.646552
5577	0.62069
5578	0.603448
5579	0.508621
5580	0.474138
5581	0.431034
5582	0.37069
5583	0.327586
5584	0.275862
5585	0.215517
5586	0.163793
5587	0.189655
5588	0.232759
5589	0.293103
5590	0.362069
5591	0.413793
5592	0.448276
5593	0.517241
5594	0.560345
5595	0.612069
5596	0.655172
5597	0.706897
5598	0.758621
5599	0.784483
5600	0.836207
5601	0.844828
5602	0.862069
5603	0.87069
5604	0.87931
5605	0.887931
5606	0.887931
5607	0.887931
5608	0.887931
5609	0.896552
5610	0.905172
5611	0.913793
5612	0.905172
5613	0.896552
5614	0.896552
5615	0.896552
5616	0.887931
5617	0.87931
5618	0.87069
5619	0.87931
5620	0.87069
5621	0.844828
5622	0.827586
5623	0.793103
5624	0.75
5625	0.706897
5626	0.663793
5627	0.603448
5628	0.577586
5629	0.551724
5630	0.482759
5631	0.422414
5632	0.37069
5633	0.318966
5634	0.25
5635	0.215517
5636	0.224138
5637	0.275862
5638	0.327586
5639	0.387931
5640	0.456897
5641	0.491379
5642	0.568966
5643	0.62069
5644	0.672414
5645	0.698276
5646	0.75
5647	0.810345
5648	0.844828
5649	0.896552
5650	0.905172
5651	0.913793
5652	0.922414
5653	0.939655
5654	0.939655
5655	0.939655
5656	0.948276
5657	0.948276
5658	0.956897
5659	0.956897
5660	0.956897
5661	0.956897
5662	0.948276
5663	0.948276
5664	0.948276
5665	0.948276
5666	0.939655
5667	0.931034
5668	0.931034
5669	0.913793
5670	0.913793
5671	0.896552
5672	0.853448
5673	0.801724
5674	0.767241
5675	0.715517
5676	0.681034
5677	0.646552
5678	0.551724
5679	0.525862
5680	0.474138
5681	0.413793
5682	0.362069
5683	0.284483
5684	0.241379
5685	0.267241
5686	0.310345
5687	0.37931
5688	0.439655
5689	0.5
5690	0.534483
5691	0.62069
5692	0.663793
5693	0.732759
5694	0.75
5695	0.810345
5696	0.862069
5697	0.905172
5698	0.948276
5699	0.956897
5700	0.965517
5701	0.965517
5702	0.982759
5703	0.982759
5704	0.982759
5705	0.991379
5706	1
5707	1
5708	1
5709	1
5710	1
5711	1
5712	1
5713	0.991379
5714	0.991379
5715	0.982759
5716	0.974138
5717	0.974138
5718	0.956897
5719	0.956897
5720	0.948276
5721	0.896552
5722	0.862069
5723	0.818966
5724	0.767241
5725	0.724138
5726	0.681034
5727	0.62069
5728	0.594828
5729	0.5
5730	0.448276
5731	0.405172
5732	0.327586
5733	0.275862
5734	0.293103
5735	0.344828
5736	0.405172
5737	0.482759
5738	0.534483
5739	0.594828
5740	0.663793
5741	0.741379
5742	0.767241
5743	0.801724
5744	0.853448
5745	0.896552
5746	0.939655
5747	0.982759
5748	0.991379
5749	0.991379
5750	1
5751	1
5752	1
5753	1
5754	1
5755	1
5756	1
5757	1
5758	1
5759	1
5760	1
5761	1
5762	1
5763	1
5764	1
5765	1
5766	1
5767	0.991379
5768	0.991379
5769	0.982759
5770	0.939655
5771	0.896552
5772	0.862069
5773	0.801724
5774	0.775862
5775	0.732759
5776	0.672414
5777	0.62931
5778	0.534483
5779	0.508621
5780	0.448276
5781	0.353448
5782	0.310345
5783	0.327586
5784	0.387931
5785	0.456897
5786	0.525862
5787	0.577586
5788	0.62931
5789	0.715517
5790	0.767241
5791	0.801724
5792	0.853448
5793	0.887931
5794	0.931034
5795	0.965517
5796	1
5797	1
5798	1
5799	1
5800	1
5801	1
5802	1
5803	1
5804	1
5805	1
5806	1
5807	1
5808	1
5809	1
5810	1
5811	1
5812	1
5813	1
5814	1
5815	1
5816	1
5817	1
5818	1
5819	0.965517
5820	0.931034
5821	0.887931
5822	0.844828
5823	0.801724
5824	0.767241
5825	0.724138
5826	0.672414
5827	0.586207
5828	0.543103
5829	0.465517
5830	0.405172
5831	0.353448
5832	0.362069
5833	0.413793
5834	0.491379
5835	0.568966
5836	0.62069
5837	0.672414
5838	0.75
5839	0.784483
5840	0.818966
5841	0.853448
5842	0.887931
5843	0.931034
5844	0.965517
5845	1
5846	1
5847	1
5848	1
5849	1
5850	1
5851	1
5852	1
5853	1
5854	1
5855	1
5856	1
5857	1
5858	1
5859	1
5860	1
5861	1
5862	1
5863	1
5864	1
5865	1
5866	1
5867	1
5868	0.965517
5869	0.922414
5870	0.887931
5871	0.853448
5872	0.818966
5873	0.793103
5874	0.75
5875	0.706897
5876	0.637931
5877	0.577586
5878	0.525862
5879	0.431034
5880	0.387931
5881	0.387931
5882	0.456897
5883	0.525862
5884	0.603448
5885	0.62931
5886	0.655172
5887	0.724138
5888	0.767241
5889	0.810345
5890	0.844828
5891	0.87931
5892	0.922414
5893	0.956897
5894	1
5895	1
5896	1
5897	1
5898	1
5899	1
5900	1
5901	1
5902	1
5903	1
5904	1
5905	1
5906	1
5907	1
5908	1
5909	1
5910	1
5911	1
5912	1
5913	1
5914	1
5915	1
5916	1
5917	0.965517
5918	0.922414
5919	0.887931
5920	0.844828
5921	0.810345
5922	0.775862
5923	0.741379
5924	0.706897
5925	0.646552
5926	0.603448
5927	0.551724
5928	0.474138
5929	0.413793
5930	0.387931
5931	0.439655
5932	0.491379
5933	0.560345
5934	0.603448
5935	0.637931
5936	0.715517
5937	0.758621
5938	0.801724
5939	0.836207
5940	0.87931
5941	0.922414
5942	0.956897
5943	1
5944	1
5945	1
5946	1
5947	1
5948	1
5949	1
5950	1
5951	1
5952	1
5953	1
5954	1
5955	1
5956	1
5957	1
5958	1
5959	1
5960	1
5961	1
5962	1
5963	1
5964	1
5965	1
5966	0.956897
5967	0.913793
5968	0.87931
5969	0.836207
5970	0.801724
5971	0.758621
5972	0.715517
5973	0.681034
5974	0.612069
5975	0.568966
5976	0.525862
5977	0.465517
5978	0.422414
5979	0.362069
5980	0.413793
5981	0.465517
5982	0.543103
5983	0.586207
5984	0.62069
5985	0.698276
5986	0.75
5987	0.793103
5988	0.827586
5989	0.87069
5990	0.913793
5991	0.956897
5992	1
5993	1
5994	1
5995	1
5996	1
5997	1
5998	1
5999	1
6000	1
6001	1
6002	1
6003	1
6004	1
6005	1
6006	1
6007	1
6008	1
6009	1
6010	1
6011	1
6012	1
6013	1
6014	1
6015	0.956897
6016	0.913793
6017	0.87069
6018	0.827586
6019	0.793103
6020	0.75
6021	0.706897
6022	0.663793
6023	0.594828
6024	0.543103
6025	0.5
6026	0.422414
6027	0.37931
6028	0.37931
6029	0.431034
6030	0.482759
6031	0.560345
6032	0.603448
6033	0.637931
6034	0.706897
6035	0.758621
6036	0.801724
6037	0.836207
6038	0.87931
6039	0.913793
6040	0.956897
6041	1
6042	1
6043	1
6044	1
6045	1
6046	1
6047	1
6048	1
6049	1
6050	1
6051	1
6052	1
6053	1
6054	1
6055	1
6056	1
6057	1
6058	1
6059	1
6060	1
6061	1
6062	1
6063	1
6064	0.956897
6065	0.922414
6066	0.87931
6067	0.836207
6068	0.801724
6069	0.758621
6070	0.724138
6071	0.681034
6072	0.612069
6073	0.560345
6074	0.525862
6075	0.448276
6076	0.405172
6077	0.387931
6078	0.448276
6079	0.5
6080	0.586207
6081	0.612069
6082	0.646552
6083	0.724138
6084	0.775862
6085	0.810345
6086	0.844828
6087	0.887931
6088	0.922414
6089	0.965517
6090	1
6091	1
6092	1
6093	1
6094	1
6095	1
6096	1
6097	1
6098	1
6099	1
6100	1
6101	1
6102	1
6103	1
6104	1
6105	1
6106	1
6107	1
6108	1
6109	1
6110	1
6111	1
6112	1
6113	0.956897
6114	0.922414
6115	0.87931
6116	0.844828
6117	0.810345
6118	0.767241
6119	0.732759
6120	0.689655
6121	0.62931
6122	0.577586
6123	0.534483
6124	0.465517
6125	0.405172
6126	0.387931
6127	0.448276
6128	0.508621
6129	0.577586
6130	0.62069
6131	0.655172
6132	0.724138
6133	0.767241
6134	0.801724
6135	0.844828
6136	0.87931
6137	0.922414
6138	0.965517
6139	1
6140	1
6141	1
6142	1
6143	1
6144	1
6145	1
6146	1
6147	1
6148	1
6149	1
6150	1
6151	1
6152	1
6153	1
6154	1
6155	1
6156	1
6157	1
6158	1
6159	1
6160	1
6161	1
6162	0.956897
6163	0.913793
6164	0.87931
6165	0.844828
6166	0.810345
6167	0.775862
6168	0.724138
6169	0.681034
6170	0.62931
6171	0.586207
6172	0.543103
6173	0.456897
6174	0.405172
6175	0.396552
6176	0.431034
6177	0.482759
6178	0.560345
6179	0.603448
6180	0.637931
6181	0.724138
6182	0.767241
6183	0.801724
6184	0.836207
6185	0.87931
6186	0.922414
6187	0.956897
6188	1
6189	1
6190	1
6191	1
6192	1
6193	1
6194	1
6195	1
6196	1
6197	1
6198	1
6199	1
6200	1
6201	1
6202	1
6203	1
6204	1
6205	1
6206	1
6207	1
6208	1
6209	1
6210	1
6211	0.965517
6212	0.922414
6213	0.887931
6214	0.844828
6215	0.810345
6216	0.758621
6217	0.715517
6218	0.689655
6219	0.62931
6220	0.577586
6221	0.517241
6222	0.439655
6223	0.396552
6224	0.37069
6225	0.431034
6226	0.491379
6227	0.586207
6228	0.603448
6229	0.637931
6230	0.706897
6231	0.758621
6232	0.810345
6233	0.827586
6234	0.87069
6235	0.913793
6236	0.956897
6237	1
6238	1
6239	1
6240	1
6241	1
6242	1
6243	1
6244	1
6245	1
6246	1
6247	1
6248	1
6249	1
6250	1
6251	1
6252	1
6253	1
6254	1
6255	1
6256	1
6257	1
6258	1
6259	1
6260	0.956897
6261	0.913793
6262	0.87931
6263	0.827586
6264	0.801724
6265	0.758621
6266	0.732759
6267	0.681034
6268	0.612069
6269	0.560345
6270	0.525862
6271	0.465517
6272	0.396552
6273	0.37069
6274	0.431034
6275	0.482759
6276	0.560345
6277	0.603448
6278	0.62069
6279	0.715517
6280	0.767241
6281	0.801724
6282	0.827586
6283	0.87931
6284	0.913793
6285	0.956897
6286	1
6287	1
6288	1
6289	1
6290	1
6291	1
6292	1
6293	1
6294	1
6295	1
6296	1
6297	1
6298	1
6299	1
6300	1
6301	1
6302	1
6303	1
6304	1
6305	1
6306	1
6307	1
6308	1
6309	0.956897
6310	0.913793
6311	0.87069
6312	0.836207
6313	0.801724
6314	0.75
6315	0.715517
6316	0.672414
6317	0.603448
6318	0.560345
6319	0.525862
6320	0.439655
6321	0.387931
6322	0.37931
6323	0.431034
6324	0.465517
6325	0.543103
6326	0.586207
6327	0.637931
6328	0.698276
6329	0.75
6330	0.801724
6331	0.827586
6332	0.87069
6333	0.922414
6334	0.956897
6335	1
6336	1
6337	1
6338	1
6339	1
6340	1
6341	1
6342	1
6343	1
6344	1
6345	1
6346	1
6347	1
6348	1
6349	1
6350	1
6351	1
6352	1
6353	1
6354	1
6355	1
6356	1
6357	1
6358	0.956897
6359	0.913793
6360	0.87069
6361	0.836207
6362	0.793103
6363	0.767241
6364	0.706897
6365	0.663793
6366	0.603448
6367	0.560345
6368	0.5
6369	0.422414
6370	0.387931
6371	0.362069
6372	0.413793
6373	0.465517
6374	0.543103
6375	0.586207
6376	0.62069
6377	0.698276
6378	0.75
6379	0.793103
6380	0.827586
6381	0.87069
6382	0.913793
6383	0.956897
6384	1
6385	1
6386	1
6387	1
6388	1
6389	1
6390	1
6391	1
6392	1
6393	1
6394	1
6395	1
6396	1
6397	1
6398	1
6399	1
6400	1
6401	1
6402	1
6403	1
6404	1
6405	1
6406	1
6407	0.956897
6408	0.913793
6409	0.87069
6410	0.827586
6411	0.793103
6412	0.75
6413	0.706897
6414	0.663793
6415	0.594828
6416	0.543103
6417	0.5
6418	0.422414
6419	0.37931
6420	0.353448
6421	0.405172
6422	0.448276
6423	0.525862
6424	0.568966
6425	0.603448
6426	0.672414
6427	0.724138
6428	0.767241
6429	0.801724
6430	0.844828
6431	0.87931
6432	0.922414
6433	0.965517
6434	0.965517
6435	0.965517
6436	0.965517
6437	0.965517
6438	0.965517
6439	0.965517
6440	0.965517
6441	0.965517
6442	0.965517
6443	0.965517
6444	0.965517
6445	0.965517
6446	0.965517
6447	0.965517
6448	0.965517
6449	0.965517
6450	0.965517
6451	0.965517
6452	0.965517
6453	0.965517
6454	0.965517
6455	0.965517
6456	0.922414
6457	0.87931
6458	0.836207
6459	0.793103
6460	0.758621
6461	0.715517
6462	0.681034
6463	0.637931
6464	0.568966
6465	0.517241
6466	0.482759
6467	0.405172
6468	0.362069
6469	0.344828
6470	0.396552
6471	0.439655
6472	0.517241
6473	0.560345
6474	0.594828
6475	0.663793
6476	0.715517
6477	0.758621
6478	0.793103
6479	0.836207
6480	0.87069
6481	0.913793
6482	0.956897
6483	0.956897
6484	0.956897
6485	0.956897
6486	0.956897
6487	0.956897
6488	0.956897
6489	0.956897
6490	0.956897
6491	0.956897
6492	0.956897
6493	0.956897
6494	0.956897
6495	0.956897
6496	0.956897
6497	0.956897
6498	0.956897
6499	0.956897
6500	0.956897
6501	0.956897
6502	0.956897
6503	0.956897
6504	0.956897
6505	0.913793
6506	0.87931
6507	0.836207
6508	0.793103
6509	0.758621
6510	0.715517
6511	0.681034
6512	0.637931
6513	0.568966
6514	0.517241
6515	0.482759
6516	0.405172
6517	0.362069
6518	0.327586
6519	0.37931
6520	0.422414
6521	0.5
6522	0.534483
6523	0.568966
6524	0.637931
6525	0.689655
6526	0.724138
6527	0.758621
6528	0.801724
6529	0.836207
6530	0.87931
6531	0.913793
6532	0.913793
6533	0.913793
6534	0.913793
6535	0.913793
6536	0.913793
6537	0.913793
6538	0.913793
6539	0.913793
6540	0.913793
6541	0.913793
6542	0.913793
6543	0.913793
6544	0.913793
6545	0.913793
6546	0.913793
6547	0.913793
6548	0.913793
6549	0.913793
6550	0.913793
6551	0.913793
6552	0.913793
6553	0.913793
6554	0.87069
6555	0.836207
6556	0.793103
6557	0.758621
6558	0.724138
6559	0.681034
6560	0.646552
6561	0.603448
6562	0.543103
6563	0.491379
6564	0.456897
6565	0.387931
6566	0.344828
6567	0.310345
6568	0.362069
6569	0.396552
6570	0.474138
6571	0.508621
6572	0.543103
6573	0.603448
6574	0.655172
6575	0.689655
6576	0.724138
6577	0.758621
6578	0.793103
6579	0.836207
6580	0.87069
6581	0.87069
6582	0.87069
6583	0.87069
6584	0.87069
6585	0.87069
6586	0.87069
6587	0.87069
6588	0.87069
6589	0.87069
6590	0.87069
6591	0.87069
6592	0.87069
6593	0.87069
6594	0.87069
6595	0.87069
6596	0.87069
6597	0.87069
6598	0.87069
6599	0.87069
6600	0.87069
6601	0.87069
6602	0.87069
6603	0.836207
6604	0.801724
6605	0.758621
6606	0.724138
6607	0.689655
6608	0.655172
6609	0.62069
6610	0.577586
6611	0.517241
6612	0.474138
6613	0.439655
6614	0.37069
6615	0.327586
6616	0.301724
6617	0.353448
6618	0.387931
6619	0.456897
6620	0.491379
6621	0.525862
6622	0.586207
6623	0.62931
6624	0.663793
6625	0.698276
6626	0.732759
6627	0.767241
6628	0.801724
6629	0.836207
6630	0.836207
6631	0.836207
6632	0.836207
6633	0.836207
6634	0.836207
6635	0.836207
6636	0.836207
6637	0.836207
6638	0.836207
6639	0.836207
6640	0.836207
6641	0.836207
6642	0.836207
6643	0.836207
6644	0.836207
6645	0.836207
6646	0.836207
6647	0.836207
6648	0.836207
6649	0.836207
6650	0.836207
6651	0.836207
6652	0.801724
6653	0.767241
6654	0.724138
6655	0.689655
6656	0.655172
6657	0.62069
6658	0.586207
6659	0.551724
6660	0.491379
6661	0.448276
6662	0.413793
6663	0.353448
6664	0.310345
6665	0.293103
6666	0.344828
6667	0.37931
6668	0.448276
6669	0.482759
6670	0.508621
6671	0.568966
6672	0.612069
6673	0.646552
6674	0.672414
6675	0.706897
6676	0.741379
6677	0.775862
6678	0.810345
6679	0.810345
6680	0.810345
6681	0.810345
6682	0.810345
6683	0.810345
6684	0.810345
6685	0.810345
6686	0.810345
6687	0.810345
6688	0.810345
6689	0.810345
6690	0.810345
6691	0.810345
6692	0.810345
6693	0.810345
6694	0.810345
6695	0.810345
6696	0.810345
6697	0.810345
6698	0.810345
6699	0.810345
6700	0.810345
6701	0.775862
6702	0.741379
6703	0.706897
6704	0.672414
6705	0.637931
6706	0.603448
6707	0.568966
6708	0.534483
6709	0.474138
6710	0.431034
6711	0.396552
6712	0.336207
6713	0.301724
6714	0.284483
6715	0.327586
6716	0.362069
6717	0.431034
6718	0.465517
6719	0.491379
6720	0.551724
6721	0.594828
6722	0.62931
6723	0.655172
6724	0.689655
6725	0.715517
6726	0.75
6727	0.784483
6728	0.784483
6729	0.784483
6730	0.784483
6731	0.784483
6732	0.784483
6733	0.784483
6734	0.784483
6735	0.784483
6736	0.784483
6737	0.784483
6738	0.784483
6739	0.784483
6740	0.784483
6741	0.784483
6742	0.784483
6743	0.784483
6744	0.784483
6745	0.784483
6746	0.784483
6747	0.784483
6748	0.784483
6749	0.784483
6750	0.75
6751	0.715517
6752	0.681034
6753	0.646552
6754	0.62069
6755	0.586207
6756	0.551724
6757	0.517241
6758	0.465517
6759	0.422414
6760	0.387931
6761	0.327586
6762	0.293103
6763	0.267241
6764	0.310345
6765	0.344828
6766	0.405172
6767	0.439655
6768	0.465517
6769	0.517241
6770	0.560345
6771	0.586207
6772	0.612069
6773	0.646552
6774	0.672414
6775	0.706897
6776	0.732759
6777	0.732759
6778	0.732759
6779	0.732759
6780	0.732759
6781	0.732759
6782	0.732759
6783	0.732759
6784	0.732759
6785	0.732759
6786	0.732759
6787	0.732759
6788	0.732759
6789	0.732759
6790	0.732759
6791	0.732759
6792	0.732759
6793	0.732759
6794	0.732759
6795	0.732759
6796	0.732759
6797	0.732759
6798	0.732759
6799	0.698276
6800	0.672414
6801	0.637931
6802	0.603448
6803	0.577586
6804	0.543103
6805	0.517241
6806	0.482759
6807	0.431034
6808	0.387931
6809	0.362069
6810	0.301724
6811	0.267241
6812	0.25
6813	0.293103
6814	0.327586
6815	0.387931
6816	0.413793
6817	0.439655
6818	0.482759
6819	0.525862
6820	0.551724
6821	0.577586
6822	0.603448
6823	0.62931
6824	0.663793
6825	0.689655
6826	0.689655
6827	0.689655
6828	0.689655
6829	0.689655
6830	0.689655
6831	0.689655
6832	0.689655
6833	0.689655
6834	0.689655
6835	0.689655
6836	0.689655
6837	0.689655
6838	0.689655
6839	0.689655
6840	0.689655
6841	0.689655
6842	0.689655
6843	0.689655
6844	0.689655
6845	0.689655
6846	0.689655
6847	0.689655
6848	0.655172
6849	0.62931
6850	0.594828
6851	0.568966
6852	0.543103
6853	0.508621
6854	0.482759
6855	0.448276
6856	0.405172
6857	0.362069
6858	0.336207
6859	0.284483
6860	0.25
6861	0.232759
6862	0.275862
6863	0.301724
6864	0.353448
6865	0.37931
6866	0.405172
6867	0.448276
6868	0.482759
6869	0.508621
6870	0.534483
6871	0.560345
6872	0.586207
6873	0.612069
6874	0.637931
6875	0.637931
6876	0.637931
6877	0.637931
6878	0.637931
6879	0.637931
6880	0.637931
6881	0.637931
6882	0.637931
6883	0.637931
6884	0.637931
6885	0.637931
6886	0.637931
6887	0.637931
6888	0.637931
6889	0.637931
6890	0.637931
6891	0.637931
6892	0.637931
6893	0.637931
6894	0.637931
6895	0.637931
6896	0.637931
6897	0.612069
6898	0.586207
6899	0.551724
6900	0.525862
6901	0.5
6902	0.474138
6903	0.448276
6904	0.413793
6905	0.37069
6906	0.336207
6907	0.310345
6908	0.267241
6909	0.232759
6910	0.206897
6911	0.241379
6912	0.267241
6913	0.318966
6914	0.344828
6915	0.362069
6916	0.405172
6917	0.439655
6918	0.465517
6919	0.482759
6920	0.508621
6921	0.534483
6922	0.560345
6923	0.586207
6924	0.586207
6925	0.586207
6926	0.586207
6927	0.586207
6928	0.586207
6929	0.586207
6930	0.586207
6931	0.586207
6932	0.586207
6933	0.586207
6934	0.586207
6935	0.586207
6936	0.586207
6937	0.586207
6938	0.586207
6939	0.586207
6940	0.586207
6941	0.586207
6942	0.586207
6943	0.586207
6944	0.586207
6945	0.586207
6946	0.560345
6947	0.534483
6948	0.508621
6949	0.482759
6950	0.465517
6951	0.439655
6952	0.413793
6953	0.387931
6954	0.353448
6955	0.318966
6956	0.293103
6957	0.25
6958	0.224138
6959	0.189655
6960	0.224138
6961	0.25
6962	0.293103
6963	0.318966
6964	0.336207
6965	0.37069
6966	0.405172
6967	0.431034
6968	0.448276
6969	0.474138
6970	0.491379
6971	0.517241
6972	0.543103
6973	0.543103
6974	0.543103
6975	0.543103
6976	0.543103
6977	0.543103
6978	0.543103
6979	0.543103
6980	0.543103
6981	0.543103
6982	0.543103
6983	0.543103
6984	0.543103
6985	0.543103
6986	0.543103
6987	0.543103
6988	0.543103
6989	0.543103
6990	0.543103
6991	0.543103
6992	0.543103
6993	0.543103
6994	0.543103
6995	0.517241
6996	0.5
6997	0.474138
6998	0.448276
6999	0.431034
7000	0.405172
7001	0.387931
7002	0.362069
7003	0.327586
7004	0.293103
7005	0.275862
7006	0.232759
7007	0.206897
7008	0.172414
7009	0.206897
7010	0.232759
7011	0.275862
7012	0.293103
7013	0.310345
7014	0.344828
7015	0.37931
7016	0.396552
7017	0.413793
7018	0.439655
7019	0.456897
7020	0.482759
7021	0.5
7022	0.5
7023	0.5
7024	0.5
7025	0.5
7026	0.5
7027	0.5
7028	0.5
7029	0.5
7030	0.5
7031	0.5
7032	0.5
7033	0.5
7034	0.5
7035	0.5
7036	0.5
7037	0.5
