#1					
float	DNI_THTFin_vdot(1775,6)				
7130132.807	1.2	342.99	0.000001381	0.00	331.94
7130142.757	1.2	343.00	0.000001381	0.00	332.01
7130152.808	1.2	343.03	0.000001381	0.00	332.10
7130162.808	1.2	343.05	0.000001381	0.00	332.16
7130172.759	1.1	343.07	0.000001381	0.00	332.22
7130182.809	1.1	343.09	0.000001381	0.00	332.28
7130192.760	1.1	343.11	0.000001381	0.00	332.38
7130202.760	1.2	343.12	0.000001381	0.00	332.44
7130212.760	1.2	343.14	0.000001381	0.00	332.50
7130222.761	1.2	343.14	0.000001381	0.00	332.54
7130232.811	1.1	343.15	0.000001381	0.00	332.61
7130242.812	1.2	343.18	0.000001381	0.00	332.66
7130252.762	1.2	343.19	0.000001381	0.00	332.71
7130262.763	1.2	343.21	0.000001381	0.00	332.77
7130272.813	1.2	343.21	0.000001381	0.00	332.85
7130282.813	1.2	343.22	0.000001381	0.00	332.89
7130292.814	1.1	343.22	0.000001381	0.00	332.94
7130302.764	1.1	343.22	0.000001381	0.00	333.01
7130312.765	1.1	343.23	0.000001381	0.00	333.03
7130322.765	1.1	343.24	0.000001381	0.00	333.11
7130332.766	1.2	343.22	0.000001381	0.00	333.15
7130342.816	1.1	343.24	0.000001381	0.00	333.19
7130352.816	1.1	343.24	0.000001381	0.00	333.25
7130362.767	1.1	343.23	0.000001381	0.00	333.26
7130372.767	1.1	343.23	0.000001381	0.00	333.33
7130382.818	1.1	343.23	0.000001381	0.00	333.35
7130392.818	1.2	343.23	0.000001381	0.00	333.39
7130402.769	1.1	343.22	0.000001381	0.00	333.43
7130412.769	1.2	343.22	0.000001381	0.00	333.48
7130422.819	1.2	343.22	0.000001381	0.00	333.52
7130432.770	1.2	343.20	0.000001381	0.00	333.54
7130442.820	1.1	343.21	0.000001381	0.00	333.59
7130452.821	1.1	343.21	0.000001381	0.00	333.61
7130462.821	1.1	343.20	0.000001381	0.00	333.64
7130472.772	1.1	343.20	0.000001381	0.00	333.67
7130482.772	1.1	343.20	0.000001381	0.00	333.71
7130492.772	1.2	343.19	0.000001381	0.00	333.74
7130502.823	1.1	343.19	0.000001381	0.00	333.76
7130512.773	1.1	343.18	0.000001381	0.00	333.80
7130522.824	1.2	343.15	0.000001381	0.00	333.83
7130532.824	1.1	343.16	0.000001381	0.00	333.83
7130542.775	1.2	343.15	0.000001381	0.00	333.88
7130552.775	1.1	343.14	0.000001381	0.00	333.90
7130562.775	1.2	343.14	0.000001381	0.00	333.93
7130572.776	1.2	343.12	0.000001381	0.00	333.95
7130582.776	1.2	343.13	0.000001381	0.00	333.97
7130592.827	1.1	343.11	0.000001381	0.00	334.00
7130602.777	1.1	343.11	0.000001381	0.00	334.02
7130612.778	1.2	343.11	0.000001381	0.00	334.05
7130622.828	1.1	343.09	0.000001381	0.00	334.07
7130632.828	1.1	343.09	0.000001382	0.00	334.09
7130642.779	1.1	343.09	0.000001382	0.00	334.12
7130652.829	1.1	343.07	0.000001382	0.00	334.15
7130662.830	1.2	343.05	0.000001382	0.00	334.15
7130672.830	1.2	343.03	0.000001382	0.00	334.18
7130682.831	1.1	343.03	0.000001382	0.00	334.20
7130692.831	1.1	343.04	0.000001382	0.00	334.20
7130702.781	1.2	343.02	0.000001382	0.00	334.24
7130712.832	1.2	343.01	0.000001382	0.00	334.25
7130722.782	1.2	343.00	0.000001382	0.00	334.27
7130732.833	1.1	342.99	0.000001382	0.00	334.29
7130742.783	1.1	342.97	0.000001382	0.00	334.28
7130752.834	1.2	342.96	0.000001382	0.00	334.30
7130762.834	1.2	342.94	0.000001382	0.00	334.32
7130772.834	1.2	342.94	0.000001382	0.00	334.33
7130782.785	1.1	342.92	0.000001382	0.00	334.35
7130792.785	1.2	342.91	0.000001382	0.00	334.36
7130802.786	1.2	342.90	0.000001382	0.00	334.36
7130812.836	1.2	342.89	0.000001382	0.00	334.38
7130822.837	1.2	342.87	0.000001382	0.00	334.39
7130832.837	1.1	342.85	0.000001382	0.00	334.40
7130842.787	1.2	342.85	0.000001382	0.00	334.42
7130852.838	1.1	342.85	0.000001382	0.00	334.40
7130862.838	1.1	342.84	0.000001382	0.00	334.42
7130872.839	1.2	342.83	0.000001382	0.00	334.44
7130882.789	1.2	342.82	0.000001382	0.00	334.44
7130892.840	1.2	342.80	0.000001382	0.00	334.45
7130902.840	1.2	342.78	0.000001382	0.00	334.45
7130912.790	1.1	342.75	0.000001382	0.00	334.45
7130922.791	1.2	342.74	0.000001382	0.00	334.44
7130932.841	1.2	342.71	0.000001383	0.00	334.43
7130942.842	1.1	342.70	0.000001383	0.00	334.44
7130952.842	1.1	342.69	0.000001383	0.00	334.43
7130962.793	1.2	342.66	0.000001383	0.00	334.45
7130972.793	1.2	342.65	0.000001383	0.00	334.43
7130982.793	1.2	342.63	0.000001383	0.00	334.43
7130992.794	1.1	342.62	0.000001383	0.00	334.42
7131002.844	1.2	342.60	0.000001383	0.00	334.42
7131012.845	1.2	342.57	0.000001383	0.00	334.43
7131022.795	1.2	342.55	0.000001383	0.00	334.42
7131032.846	1.1	342.54	0.000001383	0.00	334.41
7131042.846	1.1	342.51	0.000001383	0.00	334.40
7131052.846	1.2	342.49	0.000001383	0.00	334.41
7131062.847	1.1	342.49	0.000001383	0.00	334.40
7131072.847	1.2	342.47	0.000001383	0.00	334.39
7131082.848	1.1	342.46	0.000001383	0.00	334.39
7131092.848	1.1	342.44	0.000001383	0.00	334.37
7131102.849	1.1	342.41	0.000001383	0.00	334.36
7131112.849	1.2	342.40	0.000001383	0.00	334.35
7131122.849	1.1	342.38	0.000001383	0.00	334.33
7131132.850	1.2	342.37	0.000001383	0.00	334.35
7131142.800	1.2	342.36	0.000001383	0.00	334.35
7131152.851	1.2	342.34	0.000001383	0.00	334.35
7131162.851	1.1	342.32	0.000001383	0.00	334.35
7131172.852	1.1	342.30	0.000001383	0.00	334.34
7131182.802	1.2	342.28	0.000001383	0.00	334.32
7131192.852	1.2	342.26	0.000001383	0.00	334.32
7131202.803	1.1	342.24	0.000001383	0.00	334.31
7131212.803	1.1	342.22	0.000001384	0.00	334.30
7131222.804	1.2	342.20	0.000001384	0.00	334.30
7131232.854	1.1	342.19	0.000001384	0.00	334.28
7131242.805	1.2	342.17	0.000001384	0.00	334.27
7131252.855	1.1	342.16	0.000001384	0.00	334.26
7131262.805	1.2	342.13	0.000001384	0.00	334.26
7131272.856	1.2	342.12	0.000001384	0.00	334.25
7131282.856	1.1	342.12	0.000001384	0.00	334.23
7131292.807	1.2	342.08	0.000001384	0.00	334.22
7131302.807	1.2	342.06	0.000001384	0.00	334.23
7131312.808	1.2	342.03	0.000001384	0.00	334.21
7131322.808	1.2	342.01	0.000001384	0.00	334.19
7131332.808	1.2	341.99	0.000001384	0.00	334.19
7131342.859	1.2	341.98	0.000001384	0.00	334.17
7131352.859	1.2	341.96	0.000001384	0.00	334.14
7131362.810	1.2	341.94	0.000001384	0.00	334.14
7131372.810	1.2	341.93	0.000001384	0.00	334.15
7131382.861	1.1	341.89	0.000001384	0.00	334.10
7131392.811	1.2	341.87	0.000001384	0.00	334.10
7131402.861	1.2	341.85	0.000001384	0.00	334.08
7131412.862	1.2	341.84	0.000001384	0.00	334.07
7131422.862	1.2	341.82	0.000001384	0.00	334.09
7131432.863	1.2	341.80	0.000001384	0.00	334.07
7131442.813	1.2	341.77	0.000001384	0.00	334.04
7131452.864	1.2	341.71	0.000001385	0.00	334.04
7131462.864	1.1	341.72	0.000001385	0.00	334.01
7131472.864	1.2	341.71	0.000001385	0.00	334.00
7131482.815	1.1	341.70	0.000001385	0.00	333.99
7131492.815	1.2	341.69	0.000001385	0.00	334.00
7131502.866	1.2	341.66	0.000001385	0.00	333.99
7131512.816	1.2	341.64	0.000001385	0.00	333.97
7131522.817	1.2	341.64	0.000001385	0.00	333.97
7131532.867	1.1	341.62	0.000001385	0.00	333.96
7131542.817	1.1	341.60	0.000001385	0.00	333.94
7131552.818	1.2	341.59	0.000001385	0.00	333.95
7131562.818	1.2	341.56	0.000001385	0.00	333.96
7131572.869	1.1	341.54	0.000001385	0.00	333.92
7131582.869	1.2	341.54	0.000001385	0.00	333.94
7131592.870	1.2	341.51	0.000001385	0.00	333.92
7131602.820	1.1	341.50	0.000001385	0.00	333.91
7131612.870	1.2	341.48	0.000001385	0.00	333.90
7131622.871	1.1	341.44	0.000001385	0.00	333.89
7131632.871	1.2	341.43	0.000001385	0.00	333.89
7131642.822	1.2	341.41	0.000001385	0.00	333.89
7131652.822	1.2	341.39	0.000001385	0.00	333.87
7131662.823	1.2	341.39	0.000001385	0.00	333.87
7131672.873	1.2	341.36	0.000001385	0.00	333.85
7131682.823	1.1	341.35	0.000001386	0.00	333.84
7131692.874	1.2	341.32	0.000001386	0.00	333.82
7131702.824	1.2	341.30	0.000001386	0.00	333.83
7131712.825	1.2	341.28	0.000001386	0.00	333.81
7131722.875	1.1	341.27	0.000001386	0.00	333.79
7131732.826	1.2	341.25	0.000001386	0.00	333.79
7131742.826	1.2	341.22	0.000001386	0.00	333.77
7131752.826	1.2	341.20	0.000001386	0.00	333.75
7131762.827	1.2	341.18	0.000001386	0.00	333.74
7131772.827	1.2	341.15	0.000001386	0.00	333.71
7131782.828	1.2	341.13	0.000001386	0.00	333.69
7131792.878	1.2	341.12	0.000001386	0.00	333.69
7131802.829	1.2	341.10	0.000001386	0.00	333.67
7131812.879	1.2	341.08	0.000001386	0.00	333.65
7131822.879	1.2	341.06	0.000001386	0.00	333.63
7131832.830	1.1	341.04	0.000001386	0.00	333.61
7131842.830	1.2	341.01	0.000001386	0.00	333.60
7131852.881	1.2	341.00	0.000001386	0.00	333.58
7131862.831	1.2	341.01	0.000001386	0.00	333.58
7131872.832	1.2	341.01	0.000001386	0.00	333.55
7131882.832	1.2	341.02	0.000001386	0.00	333.54
7131892.832	1.2	341.04	0.000001386	0.00	333.54
7131902.833	1.2	341.06	0.000001386	0.00	333.51
7131912.833	1.2	341.09	0.000001386	0.00	333.49
7131922.884	1.2	341.13	0.000001386	0.00	333.48
7131932.884	1.2	341.13	0.000001386	0.00	333.46
7131942.885	1.2	341.15	0.000001386	0.00	333.46
7131952.835	1.2	341.17	0.000001386	0.00	333.44
7131962.885	1.2	341.17	0.000001386	0.00	333.42
7131972.836	1.2	341.17	0.000001386	0.00	333.39
7131982.836	1.2	341.19	0.000001386	0.00	333.41
7131992.837	1.2	341.17	0.000001386	0.00	333.39
7132002.837	1.2	341.16	0.000001386	0.00	333.38
7132012.888	1.2	341.15	0.000001386	0.00	333.37
7132022.838	1.2	341.14	0.000001386	0.00	333.37
7132032.838	1.2	341.13	0.000001386	0.00	333.36
7132042.839	1.2	341.11	0.000001386	0.00	333.37
7132052.839	1.1	341.10	0.000001386	0.00	333.35
7132062.840	1.2	341.09	0.000001386	0.00	333.36
7132072.890	1.2	341.07	0.000001386	0.00	333.36
7132082.841	1.2	341.05	0.000001386	0.00	333.36
7132092.891	1.2	341.04	0.000001386	0.00	333.35
7132102.891	1.2	341.02	0.000001386	0.00	333.37
7132112.892	1.2	341.00	0.000001386	0.00	333.35
7132122.842	1.2	340.99	0.000001386	0.00	333.35
7132132.843	1.2	340.97	0.000001386	0.00	333.35
7132142.893	1.2	340.95	0.000001386	0.00	333.34
7132152.844	1.2	340.93	0.000001386	0.00	333.35
7132162.844	1.2	340.92	0.000001386	0.00	333.33
7132172.844	1.2	340.90	0.000001386	0.00	333.33
7132182.895	1.2	340.91	0.000001386	0.00	333.34
7132192.895	1.2	340.90	0.000001386	0.00	333.35
7132202.896	1.2	340.89	0.000001387	0.00	333.36
7132212.896	1.2	340.89	0.000001387	0.00	333.39
7132222.896	1.2	340.88	0.000001387	0.00	333.38
7132232.897	1.2	340.87	0.000001387	0.00	333.41
7132242.897	1.2	340.86	0.000001387	0.00	333.42
7132252.848	1.2	340.84	0.000001387	0.00	333.42
7132262.898	1.2	340.84	0.000001387	0.00	333.43
7132272.899	1.2	340.82	0.000001387	0.00	333.46
7132282.849	1.2	340.80	0.000001387	0.00	333.46
7132292.899	1.2	340.79	0.000001387	0.00	333.46
7132302.850	1.1	340.78	0.000001387	0.00	333.46
7132312.850	1.2	340.75	0.000001387	0.00	333.46
7132322.851	1.2	340.73	0.000001387	0.00	333.45
7132332.901	1.2	340.73	0.000001387	0.00	333.45
7132342.902	1.2	340.72	0.000001387	0.00	333.46
7132352.902	1.2	340.71	0.000001387	0.00	333.46
7132362.852	1.2	340.74	0.000001387	0.00	333.45
7132372.853	1.2	340.74	0.000001387	0.00	333.44
7132382.853	1.2	340.76	0.000001387	0.00	333.46
7132392.904	1.2	340.78	0.000001387	0.00	333.45
7132402.854	1.2	340.81	0.000001387	0.00	333.43
7132412.855	1.2	340.83	0.000001387	0.00	333.41
7132422.855	1.2	340.86	0.000001387	0.00	333.41
7132432.905	1.2	340.89	0.000001387	0.00	333.40
7132442.906	1.2	340.90	0.000001387	0.00	333.40
7132452.856	1.2	340.91	0.000001386	0.00	333.39
7132462.907	1.2	340.92	0.000001387	0.00	333.37
7132472.857	1.1	340.91	0.000001387	0.00	333.37
7132482.908	1.2	340.91	0.000001387	0.00	333.37
7132492.858	1.2	340.89	0.000001387	0.00	333.37
7132502.908	1.2	340.89	0.000001387	0.00	333.36
7132512.909	1.2	340.87	0.000001387	0.00	333.36
7132522.909	1.2	340.86	0.000001387	0.00	333.36
7132532.910	1.2	340.83	0.000001387	0.00	333.36
7132542.910	1.2	340.82	0.000001387	0.00	333.36
7132552.861	1.2	340.80	0.000001387	0.00	333.37
7132562.911	1.2	340.79	0.000001387	0.00	333.38
7132572.911	1.2	340.77	0.000001387	0.00	333.38
7132582.862	1.2	340.76	0.000001387	0.00	333.37
7132592.862	1.2	340.74	0.000001387	0.00	333.36
7132602.913	1.2	340.73	0.000001387	0.00	333.37
7132612.863	1.2	340.72	0.000001387	0.00	333.36
7132622.914	1.2	340.70	0.000001387	0.00	333.36
7132632.864	1.2	340.67	0.000001387	0.00	333.36
7132642.914	1.2	340.67	0.000001387	0.00	333.36
7132652.865	1.2	340.63	0.000001387	0.00	333.34
7132662.865	1.3	340.63	0.000001387	0.00	333.35
7132672.916	1.2	340.61	0.000001387	0.00	333.34
7132682.916	1.2	340.60	0.000001387	0.00	333.33
7132692.917	1.2	340.58	0.000001387	0.00	333.33
7132702.867	1.2	340.57	0.000001387	0.00	333.31
7132712.867	1.2	340.54	0.000001387	0.00	333.31
7132722.918	1.2	340.54	0.000001387	0.00	333.32
7132732.868	1.2	340.51	0.000001387	0.00	333.30
7132742.869	1.2	340.49	0.000001387	0.00	333.29
7132752.919	1.2	340.48	0.000001387	0.00	333.28
7132762.870	1.2	340.48	0.000001387	0.00	333.27
7132772.870	1.2	340.45	0.000001387	0.00	333.27
7132782.920	1.2	340.47	0.000001387	0.00	333.27
7132792.921	1.2	340.47	0.000001387	0.00	333.25
7132802.871	1.3	340.48	0.000001387	0.00	333.24
7132812.872	1.2	340.50	0.000001387	0.00	333.23
7132822.922	1.2	340.53	0.000001387	0.00	333.21
7132832.873	1.2	340.52	0.000001387	0.00	333.21
7132842.873	1.2	340.56	0.000001387	0.00	333.18
7132852.873	1.2	340.60	0.000001387	0.00	333.19
7132862.874	1.2	340.61	0.000001387	0.00	333.17
7132872.874	1.2	340.62	0.000001387	0.00	333.16
7132882.875	1.2	340.64	0.000001387	0.00	333.15
7132892.875	1.2	340.67	0.000001387	0.00	333.14
7132902.926	1.2	340.67	0.000001387	0.00	333.13
7132912.876	1.3	340.67	0.000001387	0.00	333.14
7132922.926	1.2	340.65	0.000001387	0.00	333.10
7132932.927	1.2	340.64	0.000001387	0.00	333.13
7132942.927	1.2	340.64	0.000001387	0.00	333.11
7132952.878	1.2	340.62	0.000001387	0.00	333.12
7132962.878	1.1	340.60	0.000001387	0.00	333.11
7132972.929	1.2	340.59	0.000001387	0.00	333.12
7132982.879	1.2	340.57	0.000001387	0.00	333.11
7132992.879	1.2	340.56	0.000001387	0.00	333.10
7133002.930	1.2	340.53	0.000001387	0.00	333.12
7133012.930	1.2	340.53	0.000001388	0.00	333.13
7133022.881	1.3	340.50	0.000001388	0.00	333.14
7133032.931	1.2	340.49	0.000001388	0.00	333.14
7133042.882	1.2	340.49	0.000001388	0.00	333.12
7133052.932	1.2	340.47	0.000001388	0.00	333.12
7133062.932	1.2	340.44	0.000001388	0.00	333.11
7133072.883	1.2	340.42	0.000001388	0.00	333.11
7133082.883	1.2	340.40	0.000001388	0.00	333.11
7133092.884	1.2	340.40	0.000001388	0.00	333.09
7133102.884	1.2	340.38	0.000001388	0.00	333.10
7133112.885	1.2	340.37	0.000001388	0.00	333.10
7133122.885	1.2	340.35	0.000001388	0.00	333.09
7133132.885	1.3	340.34	0.000001388	0.00	333.09
7133142.936	1.2	340.33	0.000001388	0.00	333.08
7133152.936	1.2	340.32	0.000001388	0.00	333.08
7133162.937	1.2	340.29	0.000001388	0.00	333.06
7133172.887	1.2	340.29	0.000001388	0.00	333.06
7133182.938	1.2	340.28	0.000001388	0.00	333.05
7133192.888	1.2	340.27	0.000001388	0.00	333.03
7133202.938	1.3	340.27	0.000001388	0.00	333.03
7133212.939	1.3	340.27	0.000001388	0.00	333.02
7133222.889	1.2	340.29	0.000001388	0.00	333.02
7133232.890	1.2	340.31	0.000001388	0.00	333.02
7133242.890	1.2	340.35	0.000001388	0.00	333.00
7133252.891	1.2	340.38	0.000001388	0.00	332.98
7133262.891	1.2	340.42	0.000001388	0.00	333.00
7133272.891	1.2	340.43	0.000001388	0.00	332.99
7133282.942	1.2	340.47	0.000001388	0.00	332.99
7133292.892	1.2	340.47	0.000001388	0.00	332.97
7133302.893	1.2	340.47	0.000001388	0.00	332.97
7133312.943	1.2	340.47	0.000001388	0.00	332.97
7133322.944	1.2	340.46	0.000001388	0.00	332.96
7133332.944	1.2	340.44	0.000001388	0.00	332.98
7133342.894	1.2	340.44	0.000001388	0.00	332.97
7133352.895	1.2	340.44	0.000001388	0.00	332.96
7133362.945	1.2	340.42	0.000001388	0.00	332.97
7133372.946	1.2	340.42	0.000001388	0.00	332.99
7133382.896	1.2	340.39	0.000001388	0.00	333.00
7133392.897	1.3	340.39	0.000001388	0.00	333.03
7133402.947	1.2	340.39	0.000001388	0.00	333.02
7133412.947	1.2	340.38	0.000001388	0.00	333.03
7133422.948	180.8	340.35	0.000001388	0.00	333.04
7133432.898	202.1	340.34	0.000001388	0.00	333.04
7133442.899	660.1	340.33	0.000001388	0.00	333.04
7133452.899	662.9	340.31	0.000001388	0.00	333.05
7133462.900	663.1	340.30	0.000001388	0.00	333.06
7133472.900	664.4	340.29	0.000001388	0.00	333.08
7133482.950	664.8	340.26	0.000001388	0.00	333.07
7133492.901	664.5	340.25	0.000001388	3.37	333.09
7133502.951	664.4	340.26	0.000001388	8.05	333.25
7133512.902	665.2	340.24	0.000001388	13.66	334.75
7133522.952	665.8	340.22	0.000001388	16.07	337.17
7133532.953	666.1	340.20	0.000001388	17.15	338.66
7133542.903	666.0	340.19	0.000001388	6.74	339.75
7133552.903	665.8	340.18	0.000001388	16.10	340.54
7133562.954	666.3	340.16	0.000001388	27.33	341.10
7133572.904	665.6	340.15	0.000001387	32.15	341.58
7133582.955	666.2	340.15	0.000001387	34.29	342.12
7133592.905	665.7	340.15	0.000001387	35.67	342.65
7133602.956	666.2	340.15	0.000001387	36.59	343.16
7133612.956	667.1	340.17	0.000001386	37.07	343.69
7133622.956	666.0	340.20	0.000001386	36.95	344.20
7133632.957	666.6	340.21	0.000001386	37.01	344.69
7133642.907	666.0	340.26	0.000001386	36.92	345.18
7133652.958	665.9	340.28	0.000001385	37.04	345.56
7133662.958	665.6	340.30	0.000001385	37.11	345.86
7133672.959	665.8	340.33	0.000001385	37.05	346.11
7133682.909	665.6	340.35	0.000001385	37.11	346.37
7133692.959	665.6	340.37	0.000001385	37.15	346.57
7133702.910	665.6	340.37	0.000001385	37.12	346.75
7133712.910	665.2	340.39	0.000001384	37.09	346.92
7133722.961	664.4	340.38	0.000001384	37.01	347.14
7133732.911	664.7	340.38	0.000001384	37.08	347.28
7133742.912	663.7	340.38	0.000001384	37.14	347.43
7133752.962	663.0	340.36	0.000001384	37.09	347.52
7133762.962	662.0	340.36	0.000001384	36.98	347.67
7133772.913	663.1	340.34	0.000001384	37.01	347.86
7133782.963	662.7	340.31	0.000001384	34.89	347.99
7133792.964	662.3	340.30	0.000001384	37.02	348.10
7133802.964	663.8	340.29	0.000001384	37.38	348.15
7133812.965	663.9	340.28	0.000001384	38.04	348.21
7133822.915	663.7	340.26	0.000001384	38.13	348.33
7133832.965	664.6	340.25	0.000001384	38.19	348.43
7133842.916	663.3	340.24	0.000001384	32.72	348.62
7133852.966	664.4	340.22	0.000001384	38.17	348.68
7133862.967	666.5	340.21	0.000001384	37.87	348.79
7133872.967	668.9	340.19	0.000001384	37.77	348.85
7133882.918	668.7	340.19	0.000001384	37.84	348.96
7133892.918	669.3	340.18	0.000001384	37.76	349.08
7133902.968	668.3	340.16	0.000001384	37.77	349.11
7133912.969	668.4	340.15	0.000001384	37.58	349.16
7133922.919	668.0	340.13	0.000001384	37.77	349.26
7133932.970	668.8	340.14	0.000001384	37.77	349.29
7133942.920	667.8	340.13	0.000001384	37.82	349.34
7133952.921	668.7	340.11	0.000001384	37.84	349.38
7133962.971	669.1	340.11	0.000001384	37.89	349.42
7133972.921	668.4	340.10	0.000001384	37.84	349.51
7133982.922	668.4	340.13	0.000001383	37.83	349.55
7133992.922	668.0	340.14	0.000001383	37.83	349.62
7134002.923	669.0	340.17	0.000001383	37.93	349.65
7134012.923	670.3	340.20	0.000001383	37.97	349.66
7134022.924	669.1	340.24	0.000001383	37.86	349.72
7134032.924	668.7	340.28	0.000001383	38.00	349.76
7134042.974	668.6	340.33	0.000001383	37.94	349.75
7134052.925	669.5	340.37	0.000001383	37.93	349.77
7134062.925	668.4	340.41	0.000001383	37.97	349.82
7134072.926	667.9	340.47	0.000001383	37.83	349.83
7134082.926	667.4	340.49	0.000001383	37.99	349.85
7134092.977	666.7	340.51	0.000001382	37.93	349.92
7134102.927	666.3	340.52	0.000001382	37.99	349.96
7134112.977	665.8	340.53	0.000001382	37.92	349.96
7134122.978	665.5	340.52	0.000001382	38.04	349.99
7134132.928	667.0	340.52	0.000001382	38.16	350.08
7134142.979	666.3	340.53	0.000001382	38.10	350.05
7134152.929	667.3	340.53	0.000001382	38.16	350.11
7134162.930	666.6	340.51	0.000001382	24.59	350.17
7134172.980	667.6	340.52	0.000001383	38.21	350.31
7134182.980	667.7	340.50	0.000001383	38.07	350.37
7134192.931	668.0	340.49	0.000001383	38.15	350.39
7134202.931	667.9	340.50	0.000001383	38.16	350.40
7134212.932	667.2	340.48	0.000001383	38.02	350.52
7134222.932	667.4	340.47	0.000001383	38.07	350.47
7134232.983	665.4	340.46	0.000001383	37.93	350.59
7134242.983	666.4	340.47	0.000001383	37.99	350.54
7134252.983	666.6	340.45	0.000001383	38.31	350.59
7134262.934	667.0	340.44	0.000001383	38.20	350.69
7134272.984	666.3	340.43	0.000001383	38.28	350.75
7134282.935	666.7	340.42	0.000001383	38.37	350.73
7134292.935	668.5	340.41	0.000001383	38.37	350.82
7134302.936	669.4	340.40	0.000001383	38.40	350.83
7134312.986	669.3	340.40	0.000001383	38.37	350.88
7134322.986	668.1	340.39	0.000001383	38.81	350.84
7134332.987	667.5	340.39	0.000001383	38.82	350.99
7134342.937	668.3	340.40	0.000001383	38.85	350.98
7134352.938	670.4	340.39	0.000001383	38.53	351.04
7134362.988	672.9	340.38	0.000001383	38.50	351.08
7134372.939	673.5	340.39	0.000001382	38.47	351.18
7134382.989	673.7	340.39	0.000001382	38.57	351.13
7134392.989	673.7	340.38	0.000001382	38.48	351.15
7134402.990	673.2	340.41	0.000001382	38.37	351.20
7134412.940	672.8	340.41	0.000001382	38.48	351.25
7134422.941	672.6	340.45	0.000001382	38.40	351.30
7134432.941	672.5	340.47	0.000001382	38.43	351.31
7134442.942	672.4	340.50	0.000001382	38.37	351.31
7134452.992	673.3	340.54	0.000001382	38.48	351.37
7134462.942	674.1	340.56	0.000001382	38.38	351.34
7134472.993	673.8	340.59	0.000001382	38.36	351.36
7134482.943	674.0	340.63	0.000001382	38.27	351.40
7134492.994	673.8	340.65	0.000001382	38.30	351.35
7134502.944	674.5	340.66	0.000001382	38.45	351.47
7134512.945	675.0	340.67	0.000001382	38.65	351.48
7134522.945	673.8	340.67	0.000001382	38.55	351.51
7134532.945	674.0	340.70	0.000001382	38.58	351.50
7134542.996	673.6	340.68	0.000001382	38.53	351.48
7134552.946	673.7	340.69	0.000001382	38.43	351.61
7134562.947	672.6	340.70	0.000001382	38.45	351.56
7134572.947	672.1	340.69	0.000001382	38.51	351.66
7134582.948	672.1	340.68	0.000001382	38.44	351.66
7134592.948	671.4	340.67	0.000001382	38.43	351.69
7134602.998	671.1	340.67	0.000001382	38.47	351.75
7134612.999	671.3	340.66	0.000001382	38.53	351.74
7134622.949	672.0	340.64	0.000001382	38.45	351.80
7134632.950	671.3	340.64	0.000001382	38.45	351.84
7134643.000	671.1	340.64	0.000001382	38.48	351.90
7134652.951	671.0	340.63	0.000001382	38.41	351.89
7134662.951	670.3	340.60	0.000001382	38.55	351.91
7134673.001	671.6	340.60	0.000001382	38.41	351.92
7134682.952	670.2	340.59	0.000001382	38.44	351.96
7134692.952	669.6	340.57	0.000001382	38.53	351.97
7134702.953	670.0	340.57	0.000001382	38.53	351.98
7134712.953	669.3	340.57	0.000001382	38.55	351.98
7134722.954	669.9	340.56	0.000001382	38.63	352.08
7134733.004	669.4	340.55	0.000001382	38.58	352.10
7134743.004	669.6	340.53	0.000001382	38.64	352.16
7134752.955	669.8	340.53	0.000001382	38.58	352.11
7134763.005	669.8	340.52	0.000001382	38.70	352.13
7134772.956	670.4	340.51	0.000001382	38.65	352.25
7134782.956	669.4	340.50	0.000001382	38.72	352.17
7134792.957	669.4	340.48	0.000001382	38.75	352.22
7134802.957	669.9	340.48	0.000001382	38.77	352.20
7134812.957	669.4	340.47	0.000001382	38.81	352.25
7134822.958	669.2	340.48	0.000001382	38.72	352.20
7134832.958	668.5	340.51	0.000001382	38.80	352.25
7134842.959	669.7	340.54	0.000001382	38.85	352.25
7134852.959	669.9	340.58	0.000001382	38.91	352.26
7134862.960	669.6	340.60	0.000001382	38.94	352.31
7134872.960	670.1	340.64	0.000001382	38.84	352.25
7134882.960	669.7	340.66	0.000001381	38.28	352.37
7134892.961	668.6	340.71	0.000001381	38.62	352.33
7134902.961	669.2	340.74	0.000001381	38.94	352.32
7134913.012	667.8	340.79	0.000001381	38.91	352.35
7134922.962	666.9	340.84	0.000001381	38.91	352.36
7134933.012	667.1	340.87	0.000001381	38.89	352.42
7134943.013	666.5	340.90	0.000001381	38.87	352.43
7134952.963	665.7	340.93	0.000001381	38.97	352.42
7134963.014	665.4	340.95	0.000001381	38.99	352.48
7134972.964	663.8	340.96	0.000001381	38.92	352.48
7134982.965	664.0	340.97	0.000001381	38.99	352.54
7134992.965	663.8	340.98	0.000001381	39.02	352.61
7135003.015	663.1	340.98	0.000001381	38.95	352.56
7135013.016	663.1	340.99	0.000001381	38.99	352.57
7135023.016	663.0	340.99	0.000001381	38.97	352.70
7135032.967	662.5	340.98	0.000001381	39.07	352.68
7135042.967	664.3	340.98	0.000001381	39.11	352.73
7135052.968	663.9	340.97	0.000001381	39.08	352.75
7135063.018	664.2	340.96	0.000001381	39.07	352.68
7135073.018	664.5	340.96	0.000001381	39.09	352.85
7135083.019	664.3	340.97	0.000001381	39.12	352.83
7135093.019	664.6	340.97	0.000001381	38.95	352.91
7135102.970	666.0	340.97	0.000001381	39.15	352.88
7135112.970	667.0	340.96	0.000001381	39.19	352.90
