#1					
float	DNI_THTFin_vdot(1775,6)				
7125142.593	0.9	298.58	0.000000000	0.00	297.46
7125152.594	1.0	298.59	0.000000000	0.00	297.45
7125162.594	0.9	298.57	0.000000000	0.00	297.45
7125172.595	0.9	298.58	0.000000000	0.00	297.43
7125182.595	1.0	298.58	0.000000000	0.00	297.44
7125192.596	1.0	298.57	0.000000000	0.00	297.44
7125202.546	1.0	298.57	0.000000000	0.00	297.44
7125212.546	0.9	298.55	0.000000000	0.00	297.42
7125222.597	1.0	298.55	0.000000000	0.00	297.43
7125232.597	1.0	298.54	0.000000000	0.00	297.43
7125242.598	1.0	298.53	0.000000000	0.00	297.42
7125252.598	0.9	298.53	0.000000000	0.00	297.41
7125262.599	0.9	298.52	0.000000000	0.00	297.42
7125272.549	0.9	298.49	0.000000000	0.00	297.41
7125282.599	0.9	298.49	0.000000000	0.00	297.41
7125292.600	1.0	298.48	0.000000000	0.00	297.40
7125302.600	1.0	298.47	0.000000000	0.00	297.40
7125312.601	1.0	298.47	0.000000000	0.00	297.40
7125322.551	1.0	298.47	0.000000000	0.00	297.40
7125332.602	1.0	298.47	0.000000000	0.00	297.38
7125342.552	1.0	298.44	0.000000000	0.00	297.39
7125352.602	1.0	298.44	0.000000000	0.00	297.39
7125362.603	0.9	298.44	0.000000000	0.00	297.39
7125372.553	1.0	298.42	0.000000000	0.00	297.37
7125382.604	1.0	298.43	0.000000000	0.00	297.38
7125392.554	1.0	298.40	0.000000000	0.00	297.37
7125402.605	1.0	298.41	0.000000000	0.00	297.37
7125412.555	1.0	298.40	0.000000000	0.00	297.38
7125422.605	1.0	298.38	0.000000000	0.00	297.36
7125432.606	0.9	298.37	0.000000000	0.00	297.36
7125442.556	0.9	298.36	0.000000000	0.00	297.36
7125452.557	1.0	298.34	0.000000000	0.00	297.36
7125462.607	1.0	298.33	0.000000000	0.00	297.36
7125472.558	0.9	298.33	0.000000000	0.00	297.36
7125482.558	1.0	298.32	0.000000000	0.00	297.35
7125492.608	1.0	298.31	0.000000000	0.00	297.36
7125502.609	1.0	298.30	0.000000000	0.00	297.35
7125512.559	0.9	298.31	0.000000000	0.00	297.35
7125522.610	1.0	298.30	0.000000000	0.00	297.34
7125532.610	1.0	298.26	0.000000000	0.00	297.33
7125542.611	1.0	298.26	0.000000000	0.00	297.33
7125552.561	1.0	298.24	0.000000000	0.00	297.34
7125562.611	1.0	298.24	0.000000000	0.00	297.33
7125572.612	1.0	298.23	0.000000000	0.00	297.33
7125582.612	1.0	298.23	0.000000000	0.00	297.32
7125592.613	1.0	298.22	0.000000000	0.00	297.31
7125602.613	1.0	298.20	0.000000000	0.00	297.32
7125612.614	1.0	298.22	0.000000000	0.00	297.32
7125622.614	1.0	298.19	0.000000000	0.00	297.32
7125632.614	1.0	298.19	0.000000000	0.00	297.30
7125642.615	1.0	298.18	0.000000000	0.00	297.31
7125652.615	1.0	298.16	0.000000000	0.00	297.30
7125662.566	1.0	298.15	0.000000000	0.00	297.29
7125672.616	0.9	298.15	0.000000000	0.00	297.28
7125682.617	0.9	298.14	0.000000000	0.00	297.28
7125692.617	1.0	298.13	0.000000000	0.00	297.28
7125702.617	1.0	298.12	0.000000000	0.00	297.28
7125712.618	1.0	298.12	0.000000000	0.00	297.28
7125722.618	1.0	298.11	0.000000000	0.00	297.27
7125732.619	1.0	298.11	0.000000000	0.00	297.26
7125742.619	1.0	298.11	0.000000000	0.00	297.28
7125752.570	1.0	298.09	0.000000000	0.00	297.27
7125762.620	1.0	298.09	0.000000000	0.00	297.26
7125772.620	1.0	298.09	0.000000000	0.00	297.27
7125782.621	1.0	298.09	0.000000000	0.00	297.24
7125792.621	1.0	298.07	0.000000000	0.00	297.26
7125802.622	1.0	298.06	0.000000000	0.00	297.27
7125812.622	1.0	298.06	0.000000000	0.00	297.26
7125822.623	1.0	298.05	0.000000000	0.00	297.25
7125832.623	1.0	298.05	0.000000000	0.00	297.26
7125842.623	1.0	298.04	0.000000000	0.00	297.24
7125852.574	0.9	298.02	0.000000000	0.00	297.24
7125862.574	1.0	298.02	0.000000000	0.00	297.23
7125872.625	1.0	298.02	0.000000000	0.00	297.24
7125882.625	1.0	298.02	0.000000000	0.00	297.24
7125892.626	1.0	298.00	0.000000000	0.00	297.23
7125902.626	1.0	297.99	0.000000000	0.00	297.23
7125912.626	1.0	297.99	0.000000000	0.00	297.22
7125922.627	1.0	297.97	0.000000000	0.00	297.22
7125932.627	1.0	297.97	0.000000000	0.00	297.23
7125942.628	1.0	297.97	0.000000000	0.00	297.23
7125952.628	1.0	297.96	0.000000000	0.00	297.22
7125962.629	1.0	297.94	0.000000000	0.00	297.23
7125972.579	1.0	297.94	0.000000000	0.00	297.22
7125982.579	1.0	297.94	0.000000000	0.00	297.21
7125992.580	1.0	297.93	0.000000000	0.00	297.20
7126002.630	1.1	297.93	0.000000000	0.00	297.21
7126012.631	1.0	297.92	0.000000000	0.00	297.21
7126022.631	1.0	297.91	0.000000000	0.00	297.21
7126032.582	1.0	297.90	0.000000000	0.00	297.20
7126042.582	1.0	297.88	0.000000000	0.00	297.20
7126052.582	1.0	297.88	0.000000000	0.00	297.20
7126062.633	1.0	297.86	0.000000000	0.00	297.19
7126072.583	1.0	297.86	0.000000000	0.00	297.19
7126082.584	1.0	297.84	0.000000000	0.00	297.19
7126092.634	1.0	297.82	0.000000000	0.00	297.18
7126102.635	1.0	297.82	0.000000000	0.00	297.18
7126112.585	1.0	297.81	0.000000000	0.00	297.18
7126122.585	1.0	297.82	0.000000000	0.00	297.18
7126132.636	1.0	297.80	0.000000000	0.00	297.18
7126142.636	1.0	297.78	0.000000000	0.00	297.17
7126152.637	1.0	297.76	0.000000000	0.00	297.17
7126162.637	1.0	297.76	0.000000000	0.00	297.17
7126172.638	1.0	297.75	0.000000000	0.00	297.16
7126182.638	1.1	297.75	0.000000000	0.00	297.17
7126192.638	1.0	297.76	0.000000000	0.00	297.16
7126202.639	1.0	297.74	0.000000000	0.00	297.17
7126212.589	1.0	297.73	0.000000000	0.00	297.15
7126222.640	1.0	297.72	0.000000000	0.00	297.16
7126232.640	1.0	297.72	0.000000000	0.00	297.16
7126242.641	1.0	297.71	0.000000000	0.00	297.15
7126252.641	1.1	297.70	0.000000000	0.00	297.17
7126262.591	1.0	297.70	0.000000000	0.00	297.15
7126272.642	1.0	297.70	0.000000000	0.00	297.15
7126282.592	1.0	297.69	0.000000000	0.00	297.13
7126292.643	1.0	297.68	0.000000000	0.00	297.14
7126302.643	1.0	297.68	0.000000000	0.00	297.14
7126312.644	1.0	297.68	0.000000000	0.00	297.13
7126322.594	1.0	297.69	0.000000000	0.00	297.14
7126332.594	1.0	297.68	0.000000000	0.00	297.14
7126342.595	1.0	297.68	0.000000000	0.00	297.13
7126352.595	1.0	297.68	0.000000000	0.00	297.13
7126362.596	1.0	297.66	0.000000000	0.00	297.14
7126372.646	1.0	297.66	0.000000000	0.00	297.13
7126382.647	1.0	297.66	0.000000000	0.00	297.12
7126392.597	1.0	297.65	0.000000000	0.00	297.12
7126402.597	1.0	297.66	0.000000000	0.00	297.12
7126412.648	1.0	297.65	0.000000000	0.00	297.12
7126422.648	1.0	297.66	0.000000000	0.00	297.11
7126432.599	1.0	297.65	0.000000000	0.00	297.11
7126442.649	1.0	297.66	0.000000000	0.00	297.13
7126452.600	1.0	297.66	0.000000000	0.00	297.12
7126462.600	1.0	297.66	0.000000000	0.00	297.11
7126472.650	1.0	297.66	0.000000000	0.00	297.11
7126482.651	1.1	297.65	0.000000000	0.00	297.12
7126492.651	1.0	297.67	0.000000000	0.00	297.11
7126502.652	1.0	297.65	0.000000000	0.00	297.11
7126512.652	1.1	297.65	0.000000000	0.00	297.11
7126522.603	1.0	297.66	0.000000000	0.00	297.11
7126532.653	1.0	297.65	0.000000000	0.00	297.10
7126542.653	1.1	297.65	0.000000000	0.00	297.12
7126552.654	1.0	297.65	0.000000000	0.00	297.11
7126562.654	1.1	297.64	0.000000000	0.00	297.11
7126572.605	1.0	297.63	0.000000000	0.00	297.10
7126582.655	1.0	297.62	0.000000000	0.00	297.10
7126592.606	1.1	297.62	0.000000000	0.00	297.11
7126602.606	1.0	297.62	0.000000000	0.00	297.09
7126612.606	1.1	297.62	0.000000000	0.00	297.10
7126622.657	1.0	297.62	0.000000000	0.00	297.09
7126632.657	1.0	297.63	0.000000000	0.00	297.09
7126642.658	1.0	297.61	0.000000000	0.00	297.09
7126652.658	1.0	297.62	0.000000000	0.00	297.10
7126662.659	1.0	297.61	0.000000000	0.00	297.09
7126672.659	1.0	297.60	0.000000000	0.00	297.09
7126682.609	1.1	297.61	0.000000000	0.00	297.09
7126692.610	1.0	297.61	0.000000000	0.00	297.10
7126702.660	1.0	297.59	0.000000000	0.00	297.08
7126712.661	1.0	297.58	0.000000000	0.00	297.08
7126722.611	1.1	297.57	0.000000000	0.00	297.09
7126732.662	1.1	297.58	0.000000000	0.00	297.08
7126742.662	1.1	297.57	0.000000000	0.00	297.09
7126752.662	1.1	297.58	0.000000000	0.00	297.07
7126762.613	1.1	297.57	0.000000000	0.00	297.09
7126772.663	1.1	297.58	0.000000000	0.00	297.07
7126782.614	1.0	297.56	0.000000000	0.00	297.08
7126792.614	1.0	297.57	0.000000000	0.00	297.08
7126802.615	1.0	297.56	0.000000000	0.00	297.07
7126812.665	1.0	297.56	0.000000000	0.00	297.07
7126822.665	1.1	297.56	0.000000000	0.00	297.07
7126832.666	1.1	297.55	0.000000000	0.00	297.07
7126842.666	1.0	297.56	0.000000000	0.00	297.06
7126852.617	1.0	297.55	0.000000000	0.00	297.07
7126862.617	1.0	297.53	0.000000000	0.00	297.07
7126872.618	1.1	297.53	0.000000000	0.00	297.07
7126882.668	1.0	297.52	0.000000000	0.00	297.06
7126892.668	1.0	297.53	0.000000000	0.00	297.07
7126902.669	1.1	297.51	0.000000000	0.00	297.07
7126912.619	1.0	297.52	0.000000000	0.00	297.06
7126922.670	1.1	297.51	0.000000000	0.00	297.05
7126932.670	1.0	297.50	0.000000000	0.00	297.06
7126942.670	1.1	297.50	0.000000000	0.00	297.06
7126952.671	1.0	297.50	0.000000000	0.00	297.06
7126962.621	1.1	297.49	0.000000000	0.00	297.06
7126972.672	1.0	297.49	0.000000000	0.00	297.05
7126982.622	1.1	297.47	0.000000000	0.00	297.04
7126992.673	1.1	297.48	0.000000000	0.00	297.05
7127002.673	1.1	297.47	0.000000000	0.00	297.05
7127012.673	1.1	297.46	0.000000000	0.00	297.04
7127022.624	1.0	297.46	0.000000000	0.00	297.03
7127032.674	1.1	297.45	0.000000000	0.00	297.03
7127042.625	1.1	297.46	0.000000000	0.00	297.04
7127052.625	1.1	297.44	0.000000000	0.00	297.04
7127062.676	1.1	297.44	0.000000000	0.00	297.03
7127072.676	1.1	297.45	0.000000000	0.00	297.04
7127082.676	1.1	297.45	0.000000000	0.00	297.03
7127092.677	1.1	297.44	0.000000000	0.00	297.02
7127102.627	1.1	297.44	0.000000000	0.00	297.03
7127112.678	1.1	297.44	0.000000000	0.00	297.03
7127122.678	1.1	297.41	0.000000000	0.00	297.03
7127132.629	1.1	297.42	0.000000000	0.00	297.01
7127142.679	1.1	297.39	0.000000000	0.00	297.02
7127152.629	1.0	297.39	0.000000000	0.00	297.01
7127162.680	1.1	297.38	0.000000000	0.00	297.01
7127172.630	1.1	297.37	0.000000000	0.00	297.02
7127182.681	1.1	297.36	0.000000000	0.00	297.01
7127192.631	1.1	297.37	0.000000000	0.00	297.01
7127202.632	1.1	297.36	0.000000000	0.00	297.00
7127212.682	1.0	297.37	0.000000000	0.00	297.01
7127222.632	1.0	297.37	0.000000000	0.00	296.99
7127232.633	1.1	297.36	0.000000000	0.00	297.01
7127242.683	1.1	297.36	0.000000000	0.00	297.00
7127252.634	1.0	297.37	0.000000000	0.00	296.99
7127262.684	1.1	297.36	0.000000000	0.00	297.00
7127272.635	1.1	297.35	0.000000000	0.00	297.00
7127282.685	1.1	297.36	0.000000000	0.00	297.00
7127292.635	1.1	297.35	0.000000000	0.00	296.99
7127302.636	1.1	297.35	0.000000000	0.00	297.00
7127312.636	1.1	297.35	0.000000000	0.00	296.99
7127322.637	1.0	297.33	0.000000000	0.00	296.98
7127332.637	1.1	297.33	0.000000000	0.00	297.00
7127342.688	1.1	297.33	0.000000000	0.00	296.98
7127352.638	1.1	297.34	0.000000000	0.00	297.00
7127362.638	1.1	297.32	0.000000000	0.00	296.98
7127372.689	1.0	297.32	0.000000000	0.00	296.98
7127382.639	1.1	297.33	0.000000000	0.00	296.98
7127392.640	1.1	297.32	0.000000000	0.00	296.98
7127402.690	1.0	297.33	0.000000000	0.00	296.97
7127412.691	1.1	297.33	0.000000000	0.00	296.98
7127422.641	1.1	297.32	0.000000000	0.00	296.98
7127432.691	1.1	297.32	0.000000000	0.00	296.98
7127442.642	1.1	297.33	0.000000000	0.00	296.97
7127452.692	1.1	297.31	0.000000000	0.00	296.96
7127462.643	1.1	297.32	0.000000000	0.00	296.97
7127472.643	1.0	297.31	0.000000000	0.00	296.96
7127482.694	1.1	297.32	0.000000000	0.00	296.97
7127492.644	1.1	297.32	0.000000000	0.00	296.96
7127502.694	1.1	297.32	0.000000000	0.00	296.97
7127512.695	1.1	297.30	0.000000000	0.00	296.98
7127522.645	1.1	297.30	0.000000000	0.00	296.97
7127532.696	1.1	297.31	0.000000000	0.00	296.98
7127542.696	1.1	297.30	0.000000000	0.00	296.97
7127552.647	1.1	297.31	0.000000000	0.00	296.97
7127562.697	1.1	297.30	0.000000000	0.00	296.97
7127572.697	1.1	297.31	0.000000000	0.00	296.96
7127582.698	1.1	297.30	0.000000000	0.00	296.97
7127592.698	1.1	297.30	0.000000000	0.00	296.97
7127602.649	1.1	297.29	0.000000000	0.00	296.97
7127612.699	1.1	297.29	0.000000000	0.00	296.96
7127622.700	1.1	297.30	0.000000000	0.00	296.97
7127632.650	1.1	297.30	0.000000000	0.00	296.96
7127642.650	1.0	297.29	0.000000000	0.00	296.96
7127652.651	1.1	297.29	0.000000000	0.00	296.97
7127662.651	1.1	297.29	0.000000000	0.00	296.95
7127672.652	1.1	297.28	0.000000000	0.00	296.95
7127682.652	1.1	297.27	0.000000000	0.00	296.96
7127692.703	1.1	297.28	0.000000000	0.00	296.96
7127702.703	1.1	297.28	0.000000000	0.00	296.96
7127712.703	1.1	297.27	0.000000000	0.00	296.97
7127722.704	1.1	297.28	0.000000000	0.00	296.95
7127732.654	1.1	297.29	0.000000000	0.00	296.96
7127742.655	1.1	297.28	0.000000000	0.00	296.95
7127752.655	1.1	297.28	0.000000000	0.00	296.96
7127762.706	1.1	297.29	0.000000000	0.00	296.95
7127772.656	1.1	297.28	0.000000000	0.00	296.96
7127782.656	1.1	297.29	0.000000000	0.00	296.97
7127792.707	1.1	297.29	0.000000000	0.00	296.96
7127802.707	1.1	297.28	0.000000000	0.00	296.97
7127812.658	1.1	297.29	0.000000000	0.00	296.95
7127822.658	1.1	297.27	0.000000000	0.00	296.96
7127832.659	1.1	297.29	0.000000000	0.00	296.96
7127842.709	1.1	297.28	0.000000000	0.00	296.96
7127852.709	1.1	297.31	0.000000000	0.00	296.97
7127862.710	1.1	297.29	0.000000000	0.00	296.96
7127872.660	1.1	297.29	0.000000000	0.00	296.96
7127882.711	1.1	297.29	0.000000000	0.00	296.96
7127892.711	1.1	297.27	0.000000000	0.00	296.97
7127902.712	1.1	297.28	0.000000000	0.00	296.96
7127912.712	1.1	297.28	0.000000000	0.00	296.96
7127922.712	1.1	297.27	0.000000000	0.00	296.96
7127932.663	1.1	297.27	0.000000000	0.00	296.97
7127942.663	1.1	297.26	0.000000000	0.00	296.96
7127952.714	1.1	297.26	0.000000000	0.00	296.96
7127962.664	1.1	297.27	0.000000000	0.00	296.96
7127972.665	1.1	297.26	0.000000000	0.00	296.96
7127982.715	1.1	297.26	0.000000000	0.00	296.95
7127992.665	1.1	297.25	0.000000000	0.00	296.96
7128002.716	1.1	297.27	0.000000000	0.00	296.95
7128012.716	1.1	297.25	0.000000000	0.00	296.96
7128022.667	1.1	297.26	0.000000000	0.00	296.96
7128032.667	1.1	297.24	0.000000000	0.00	296.94
7128042.668	1.1	297.24	0.000000000	0.00	296.96
7128052.718	1.1	297.25	0.000000000	0.00	296.96
7128062.668	1.1	297.25	0.000000000	0.00	296.95
7128072.719	1.1	297.23	0.000000000	0.00	296.95
7128082.719	1.1	297.23	0.000000000	0.00	296.95
7128092.670	1.1	297.22	0.000000000	0.00	296.96
7128102.670	1.1	297.24	0.000000000	0.00	296.94
7128112.671	1.1	297.23	0.000000000	0.00	296.94
7128122.721	1.1	297.22	0.000000000	0.00	296.94
7128132.721	1.1	297.22	0.000000000	0.00	296.95
7128142.722	1.2	297.23	0.000000000	0.00	296.96
7128152.722	1.1	297.24	0.000000000	0.00	296.95
7128162.723	1.1	297.23	0.000000000	0.00	296.95
7128172.723	1.2	297.24	0.000000000	0.00	296.95
7128182.724	1.1	297.23	0.000000000	0.00	296.94
7128192.674	1.1	297.24	0.000000000	0.00	296.94
7128202.674	1.0	297.24	0.000000000	0.00	296.94
7128212.675	1.1	297.24	0.000000000	0.00	296.95
7128222.675	1.1	297.24	0.000000000	0.00	296.95
7128232.676	1.1	297.23	0.000000000	0.00	296.94
7128242.726	1.0	297.24	0.000000000	0.00	296.94
7128252.677	1.1	297.23	0.000000000	0.00	296.95
7128262.727	1.1	297.24	0.000000000	0.00	296.95
7128272.727	1.1	297.24	0.000000000	0.00	296.94
7128282.678	1.1	297.24	0.000000000	0.00	296.94
7128292.678	1.1	297.23	0.000000000	0.00	296.95
7128302.679	1.2	297.23	0.000000000	0.00	296.95
7128312.729	1.1	297.23	0.000000000	0.00	296.95
7128322.730	1.1	297.23	0.000000000	0.00	296.94
7128332.730	1.2	297.22	0.000000000	0.00	296.95
7128342.730	1.1	297.22	0.000000000	0.00	296.94
7128352.681	1.1	297.23	0.000000000	0.00	296.94
7128362.731	1.1	297.23	0.000000000	0.00	296.95
7128372.732	1.1	297.22	0.000000000	0.00	296.95
7128382.682	1.2	297.21	0.000000000	0.00	296.96
7128392.733	1.1	297.21	0.000000000	0.00	296.95
7128402.733	1.2	297.22	0.000000000	0.00	296.95
7128412.733	1.1	297.21	0.000000000	0.00	296.95
7128422.734	1.1	297.22	0.000000000	0.00	296.94
7128432.734	1.1	297.22	0.000000000	0.00	296.95
7128442.735	1.1	297.21	0.000000000	0.00	296.94
7128452.735	1.1	297.21	0.000000000	0.00	296.95
7128462.736	1.1	297.22	0.000000000	0.00	296.94
7128472.736	1.2	297.24	0.000000000	0.00	296.96
7128482.686	1.1	297.23	0.000000000	0.00	296.95
7128492.737	1.2	297.22	0.000000000	0.00	296.95
7128502.737	1.1	297.22	0.000000000	0.00	296.94
7128512.738	1.1	297.23	0.000000000	0.00	296.95
7128522.688	1.1	297.23	0.000000000	0.00	296.94
7128532.689	1.1	297.24	0.000000000	0.00	296.94
7128542.739	1.1	297.25	0.000000000	0.00	296.95
7128552.739	1.1	297.23	0.000000000	0.00	296.94
7128562.690	1.2	297.22	0.000000000	0.00	296.96
7128572.740	1.1	297.23	0.000000000	0.00	296.95
7128582.741	1.2	297.23	0.000000000	0.00	296.95
7128592.691	1.2	297.23	0.000000000	0.00	296.96
7128602.692	1.1	297.23	0.000000000	0.00	296.96
7128612.742	1.2	297.22	0.000000000	0.00	296.95
7128622.692	1.2	297.22	0.000000000	0.00	296.94
7128632.693	1.1	297.22	0.000000000	0.00	296.94
7128642.693	1.1	297.22	0.000000000	0.00	296.95
7128652.744	1.1	297.21	0.000000000	0.00	296.94
7128662.694	1.1	297.22	0.000000000	0.00	296.95
7128672.745	1.1	297.21	0.000000000	0.00	296.94
7128682.745	1.1	297.20	0.000000000	0.00	296.94
7128692.745	1.1	297.20	0.000000000	0.00	296.94
7128702.696	1.1	297.21	0.000000000	0.00	296.94
7128712.696	1.2	297.20	0.000000000	0.00	296.95
7128722.747	1.1	297.19	0.000000000	0.00	296.95
7128732.697	1.2	297.20	0.000000000	0.00	296.94
7128742.748	1.2	297.18	0.000000000	0.00	296.94
7128752.748	1.1	297.18	0.000000000	0.00	296.94
7128762.748	1.2	297.18	0.000000000	0.00	296.93
7128772.749	1.1	297.18	0.000000000	0.00	296.92
7128782.699	1.2	297.17	0.000000000	0.00	296.94
7128792.750	1.1	297.17	0.000000000	0.00	296.93
7128802.700	1.1	297.18	0.000000000	0.00	296.93
7128812.751	1.2	297.16	0.000000000	0.00	296.93
7128822.751	1.1	297.18	0.000000000	0.00	296.93
7128832.701	1.1	297.17	0.000000000	0.00	296.94
7128842.752	1.2	297.17	0.000000000	0.00	296.94
7128852.752	1.2	297.19	0.000000000	0.00	296.94
7128862.753	1.1	297.17	0.000000000	0.00	296.93
7128872.703	1.2	297.18	0.000000000	0.00	296.94
7128882.754	1.1	297.19	0.000000000	0.00	296.93
7128892.704	1.2	297.19	0.000000000	0.00	296.92
7128902.754	1.2	297.19	0.000000000	0.00	296.94
7128912.755	1.2	297.19	0.000000000	0.00	296.95
7128922.755	1.2	297.19	0.000000000	0.00	296.93
7128932.756	1.2	297.19	0.000000000	0.00	296.94
7128942.756	1.2	297.18	0.000000000	0.00	296.94
7128952.757	1.2	297.19	0.000000000	0.00	296.93
7128962.707	1.2	297.19	0.000000000	0.00	296.94
7128972.707	1.2	297.18	0.000000000	0.00	296.94
7128982.758	1.1	297.19	0.000000000	0.00	296.93
7128992.708	1.2	297.18	0.000000000	0.00	296.93
7129002.709	1.1	297.17	0.000000000	0.00	296.93
7129012.759	1.1	297.18	0.000000000	0.00	296.94
7129022.760	1.2	297.19	0.000000000	0.00	296.93
7129032.760	1.2	297.18	0.000000000	0.00	296.94
7129042.760	1.2	297.18	0.000000000	0.00	296.93
7129052.761	1.1	297.19	0.000000000	0.00	296.94
7129062.761	1.1	297.19	0.000000000	0.00	296.94
7129072.762	1.1	297.19	0.000000000	0.00	296.93
7129082.712	1.2	297.20	0.000000000	0.00	296.94
7129092.713	1.1	297.19	0.000000000	0.00	296.93
7129102.763	1.2	297.18	0.000000000	0.00	296.94
7129112.763	1.1	297.19	0.000000000	0.00	296.93
7129122.714	1.2	297.18	0.000000000	0.00	296.94
7129132.764	1.2	297.19	0.000000000	0.00	296.93
7129142.765	1.1	297.18	0.000000000	0.00	296.93
7129152.765	1.2	297.18	0.000000000	0.00	296.93
7129162.766	1.2	297.17	0.000000000	0.00	296.93
7129172.766	1.2	297.18	0.000000000	0.00	296.94
7129182.766	1.1	297.17	0.000000000	0.00	296.94
7129192.767	1.2	297.17	0.000000000	0.00	296.93
7129202.767	1.2	297.17	0.000000000	0.00	296.94
7129212.768	1.1	297.17	0.000000000	0.00	296.93
7129222.768	1.2	297.16	0.000000000	0.00	296.94
7129232.719	1.2	297.18	0.000000000	0.00	296.93
7129242.719	1.1	297.16	0.000000000	0.00	296.93
7129252.769	1.1	297.17	0.000000000	0.00	296.93
7129262.720	1.2	297.17	0.000000000	0.00	296.94
7129272.770	1.2	297.17	0.000000000	0.00	296.93
7129282.771	1.2	297.16	0.000000000	0.00	296.93
7129292.721	1.2	297.17	0.000000000	0.00	296.93
7129302.772	1.1	297.16	0.000000000	0.00	296.92
7129312.772	1.2	297.16	0.000000000	0.00	296.93
7129322.722	1.2	297.16	0.000000000	0.00	296.94
7129332.723	1.2	297.14	0.000000000	0.00	296.94
7129342.773	1.2	297.14	0.000000000	0.00	296.94
7129352.724	1.2	297.14	0.000000000	0.00	296.93
7129362.774	1.2	297.13	0.000000000	0.00	296.93
7129372.775	1.2	297.13	0.000000000	0.00	296.92
7129382.775	1.1	297.14	0.000000000	0.00	296.92
7129392.725	1.2	297.13	0.000000000	0.00	296.93
7129402.776	1.2	297.13	0.000000000	0.00	296.93
7129412.776	1.2	297.13	0.000000000	0.00	296.92
7129422.777	1.2	296.93	0.000000000	0.00	296.96
7129432.777	1.1	296.74	0.000000000	0.00	297.02
7129442.778	1.2	297.11	0.000000000	0.00	296.92
7129452.728	1.1	297.72	0.000000000	0.00	296.77
7129462.778	1.2	298.01	0.000000000	0.00	296.72
7129472.779	1.2	298.35	0.000000000	0.00	296.72
7129482.779	1.2	298.76	0.000000000	0.00	296.74
7129492.730	1.2	299.19	0.000000000	0.00	296.74
7129502.780	1.2	299.88	0.000000000	0.00	296.75
7129512.781	1.1	301.91	0.000000000	0.00	296.74
7129522.781	1.2	304.44	0.000000000	0.00	296.72
7129532.731	1.2	307.52	0.000000000	0.00	296.73
7129542.782	1.2	310.92	0.000000000	0.00	296.73
7129552.732	1.2	314.18	0.000000000	0.00	296.75
7129562.733	1.2	316.92	0.000000000	0.00	296.79
7129572.783	1.1	319.47	0.000000000	0.00	296.84
7129582.783	1.2	323.07	0.000000000	0.00	296.98
7129592.734	1.2	326.52	0.000000000	0.00	297.32
7129602.784	1.2	327.40	0.000000000	0.00	297.66
7129612.735	1.2	328.72	0.000000000	0.00	298.32
7129622.785	1.2	331.48	0.000000000	0.00	299.08
7129632.786	1.2	332.89	0.000000000	0.00	300.08
7129642.736	1.2	333.94	0.000000000	0.00	301.47
7129652.786	1.2	334.28	0.000000000	0.00	302.94
7129662.737	1.2	335.54	0.000000000	0.00	303.76
7129672.787	1.2	335.94	0.000000000	0.00	304.99
7129682.788	1.1	336.25	0.000000000	0.00	306.35
7129692.788	1.1	336.53	0.000000000	0.00	308.42
7129702.789	1.2	339.23	0.000000000	0.00	312.83
7129712.789	1.2	342.18	0.000000000	0.00	315.18
7129722.789	1.2	342.74	0.000000000	0.00	319.43
7129732.740	1.2	343.36	0.000000000	0.00	322.48
7129742.740	1.2	343.81	0.000000000	0.00	324.71
7129752.791	1.2	344.12	0.000000000	0.00	326.88
7129762.741	1.2	344.48	0.000000000	0.00	329.55
7129772.742	1.2	344.69	0.000000000	0.00	331.08
7129782.742	1.1	344.88	0.000000000	0.00	332.35
7129792.792	1.2	344.83	0.000000000	0.00	333.01
7129802.743	1.2	344.40	0.000000000	0.00	332.42
7129812.793	1.2	344.05	0.000000000	0.00	332.00
7129822.794	1.2	343.69	0.000001385	0.00	331.72
7129832.744	1.1	343.24	0.000001384	0.00	331.55
7129842.745	1.1	342.87	0.000001384	0.00	331.46
7129852.795	1.1	342.64	0.000001383	0.00	331.36
7129862.795	1.2	342.51	0.000001383	0.00	331.31
7129872.746	1.2	342.44	0.000001383	0.00	331.20
7129882.796	1.1	342.39	0.000001382	0.00	331.15
7129892.797	1.2	342.37	0.000001382	0.00	331.12
7129902.797	1.1	342.37	0.000001382	0.00	331.10
7129912.798	1.1	342.39	0.000001382	0.00	331.09
7129922.798	1.2	342.40	0.000001382	0.00	331.09
7129932.748	1.1	342.43	0.000001382	0.00	331.06
7129942.749	1.1	342.48	0.000001381	0.00	331.07
7129952.749	1.2	342.51	0.000001381	0.00	331.05
7129962.800	1.2	342.53	0.000001381	0.00	331.05
7129972.750	1.1	342.56	0.000001381	0.00	331.05
7129982.751	1.2	342.60	0.000001381	0.00	331.08
7129992.751	1.2	342.61	0.000001381	0.00	331.11
7130002.751	1.1	342.66	0.000001381	0.00	331.13
7130012.802	1.2	342.70	0.000001381	0.00	331.16
7130022.802	1.1	342.73	0.000001381	0.00	331.21
7130032.753	1.2	342.75	0.000001381	0.00	331.29
7130042.753	1.2	342.77	0.000001381	0.00	331.33
7130052.804	1.1	342.80	0.000001381	0.00	331.41
7130062.804	1.2	342.82	0.000001381	0.00	331.45
7130072.804	1.1	342.85	0.000001381	0.00	331.54
7130082.805	1.2	342.89	0.000001381	0.00	331.62
7130092.805	1.2	342.91	0.000001381	0.00	331.68
7130102.806	1.2	342.94	0.000001381	0.00	331.75
7130112.756	1.1	342.95	0.000001381	0.00	331.82
7130122.807	1.1	342.98	0.000001381	0.00	331.88
