#1			
float	DNI_THTFin_vdot(1779,4)		
7133092.73	1.2	299.19	0
7133102.78	1.2	299.88	0
7133112.781	1.1	301.91	0
7133122.781	1.2	304.44	0
7133132.731	1.2	307.52	0
7133142.782	1.2	310.92	0
7133152.732	1.2	314.18	0
7133162.733	1.2	316.92	0
7133172.783	1.1	319.47	0
7133182.783	1.2	323.07	0
7133192.734	1.2	326.52	0
7133202.784	1.2	327.4	0
7133212.735	1.2	328.72	0
7133222.785	1.2	331.48	0
7133232.786	1.2	332.89	0
7133242.736	1.2	333.94	0
7133252.786	1.2	334.28	0
7133262.737	1.2	335.54	0
7133272.787	1.2	335.94	0
7133282.788	1.1	336.25	0
7133292.788	1.1	336.53	0
7133302.789	1.2	339.23	0
7133312.789	1.2	342.18	0
7133322.789	1.2	342.74	0
7133332.74	1.2	343.36	0
7133342.74	1.2	343.81	0
7133352.791	1.2	344.12	0
7133362.741	1.2	344.48	0
7133372.742	1.2	344.69	0
7133382.742	1.1	344.88	0
7133392.792	1.2	344.83	0
7133402.743	1.2	344.4	0
7133412.793	1.2	344.05	0
7133422.794	1.2	343.69	0.000001385
7133432.744	1.1	343.24	0.000001384
7133442.745	1.1	342.87	0.000001384
7133452.795	1.1	342.64	0.000001383
7133462.795	1.2	342.51	0.000001383
7133472.746	1.2	342.44	0.000001383
7133482.796	1.1	342.39	0.000001382
7133492.797	1.2	342.37	0.000001382
7133502.797	1.1	342.37	0.000001382
7133512.798	1.1	342.39	0.000001382
7133522.798	1.2	342.4	0.000001382
7133532.748	1.1	342.43	0.000001382
7133542.749	1.1	342.48	0.000001381
7133552.749	1.2	342.51	0.000001381
7133562.8	1.2	342.53	0.000001381
7133572.75	1.1	342.56	0.000001381
7133582.751	1.2	342.6	0.000001381
7133592.751	1.2	342.61	0.000001381
7133602.751	1.1	342.66	0.000001381
7133612.802	1.2	342.7	0.000001381
7133622.802	1.1	342.73	0.000001381
7133632.753	1.2	342.75	0.000001381
7133642.753	1.2	342.77	0.000001381
7133652.804	1.1	342.8	0.000001381
7133662.804	1.2	342.82	0.000001381
7133672.804	1.1	342.85	0.000001381
7133682.805	1.2	342.89	0.000001381
7133692.805	1.2	342.91	0.000001381
7133702.806	1.2	342.94	0.000001381
7133712.756	1.1	342.95	0.000001381
7133722.807	1.1	342.98	0.000001381
7133732.807	1.2	342.99	0.000001381
7133742.757	1.2	343	0.000001381
7133752.808	1.2	343.03	0.000001381
7133762.808	1.2	343.05	0.000001381
7133772.759	1.1	343.07	0.000001381
7133782.809	1.1	343.09	0.000001381
7133792.76	1.1	343.11	0.000001381
7133802.76	1.2	343.12	0.000001381
7133812.76	1.2	343.14	0.000001381
7133822.761	1.2	343.14	0.000001381
7133832.811	1.1	343.15	0.000001381
7133842.812	1.2	343.18	0.000001381
7133852.762	1.2	343.19	0.000001381
7133862.763	1.2	343.21	0.000001381
7133872.813	1.2	343.21	0.000001381
7133882.813	1.2	343.22	0.000001381
7133892.814	1.1	343.22	0.000001381
7133902.764	1.1	343.22	0.000001381
7133912.765	1.1	343.23	0.000001381
7133922.765	1.1	343.24	0.000001381
7133932.766	1.2	343.22	0.000001381
7133942.816	1.1	343.24	0.000001381
7133952.816	1.1	343.24	0.000001381
7133962.767	1.1	343.23	0.000001381
7133972.767	1.1	343.23	0.000001381
7133982.818	1.1	343.23	0.000001381
7133992.818	1.2	343.23	0.000001381
7134002.769	1.1	343.22	0.000001381
7134012.769	1.2	343.22	0.000001381
7134022.819	1.2	343.22	0.000001381
7134032.77	1.2	343.2	0.000001381
7134042.82	1.1	343.21	0.000001381
7134052.821	1.1	343.21	0.000001381
7134062.821	1.1	343.2	0.000001381
7134072.772	1.1	343.2	0.000001381
7134082.772	1.1	343.2	0.000001381
7134092.772	1.2	343.19	0.000001381
7134102.823	1.1	343.19	0.000001381
7134112.773	1.1	343.18	0.000001381
7134122.824	1.2	343.15	0.000001381
7134132.824	1.1	343.16	0.000001381
7134142.775	1.2	343.15	0.000001381
7134152.775	1.1	343.14	0.000001381
7134162.775	1.2	343.14	0.000001381
7134172.776	1.2	343.12	0.000001381
7134182.776	1.2	343.13	0.000001381
7134192.827	1.1	343.11	0.000001381
7134202.777	1.1	343.11	0.000001381
7134212.778	1.2	343.11	0.000001381
7134222.828	1.1	343.09	0.000001381
7134232.828	1.1	343.09	0.000001382
7134242.779	1.1	343.09	0.000001382
7134252.829	1.1	343.07	0.000001382
7134262.83	1.2	343.05	0.000001382
7134272.83	1.2	343.03	0.000001382
7134282.831	1.1	343.03	0.000001382
7134292.831	1.1	343.04	0.000001382
7134302.781	1.2	343.02	0.000001382
7134312.832	1.2	343.01	0.000001382
7134322.782	1.2	343	0.000001382
7134332.833	1.1	342.99	0.000001382
7134342.783	1.1	342.97	0.000001382
7134352.834	1.2	342.96	0.000001382
7134362.834	1.2	342.94	0.000001382
7134372.834	1.2	342.94	0.000001382
7134382.785	1.1	342.92	0.000001382
7134392.785	1.2	342.91	0.000001382
7134402.786	1.2	342.9	0.000001382
7134412.836	1.2	342.89	0.000001382
7134422.837	1.2	342.87	0.000001382
7134432.837	1.1	342.85	0.000001382
7134442.787	1.2	342.85	0.000001382
7134452.838	1.1	342.85	0.000001382
7134462.838	1.1	342.84	0.000001382
7134472.839	1.2	342.83	0.000001382
7134482.789	1.2	342.82	0.000001382
7134492.84	1.2	342.8	0.000001382
7134502.84	1.2	342.78	0.000001382
7134512.79	1.1	342.75	0.000001382
7134522.791	1.2	342.74	0.000001382
7134532.841	1.2	342.71	0.000001383
7134542.842	1.1	342.7	0.000001383
7134552.842	1.1	342.69	0.000001383
7134562.793	1.2	342.66	0.000001383
7134572.793	1.2	342.65	0.000001383
7134582.793	1.2	342.63	0.000001383
7134592.794	1.1	342.62	0.000001383
7134602.844	1.2	342.6	0.000001383
7134612.845	1.2	342.57	0.000001383
7134622.795	1.2	342.55	0.000001383
7134632.846	1.1	342.54	0.000001383
7134642.846	1.1	342.51	0.000001383
7134652.846	1.2	342.49	0.000001383
7134662.847	1.1	342.49	0.000001383
7134672.847	1.2	342.47	0.000001383
7134682.848	1.1	342.46	0.000001383
7134692.848	1.1	342.44	0.000001383
7134702.849	1.1	342.41	0.000001383
7134712.849	1.2	342.4	0.000001383
7134722.849	1.1	342.38	0.000001383
7134732.85	1.2	342.37	0.000001383
7134742.8	1.2	342.36	0.000001383
7134752.851	1.2	342.34	0.000001383
7134762.851	1.1	342.32	0.000001383
7134772.852	1.1	342.3	0.000001383
7134782.802	1.2	342.28	0.000001383
7134792.852	1.2	342.26	0.000001383
7134802.803	1.1	342.24	0.000001383
7134812.803	1.1	342.22	0.000001384
7134822.804	1.2	342.2	0.000001384
7134832.854	1.1	342.19	0.000001384
7134842.805	1.2	342.17	0.000001384
7134852.855	1.1	342.16	0.000001384
7134862.805	1.2	342.13	0.000001384
7134872.856	1.2	342.12	0.000001384
7134882.856	1.1	342.12	0.000001384
7134892.807	1.2	342.08	0.000001384
7134902.807	1.2	342.06	0.000001384
7134912.808	1.2	342.03	0.000001384
7134922.808	1.2	342.01	0.000001384
7134932.808	1.2	341.99	0.000001384
7134942.859	1.2	341.98	0.000001384
7134952.859	1.2	341.96	0.000001384
7134962.81	1.2	341.94	0.000001384
7134972.81	1.2	341.93	0.000001384
7134982.861	1.1	341.89	0.000001384
7134992.811	1.2	341.87	0.000001384
7135002.861	1.2	341.85	0.000001384
7135012.862	1.2	341.84	0.000001384
7135022.862	1.2	341.82	0.000001384
7135032.863	1.2	341.8	0.000001384
7135042.813	1.2	341.77	0.000001384
7135052.864	1.2	341.71	0.000001385
7135062.864	1.1	341.72	0.000001385
7135072.864	1.2	341.71	0.000001385
7135082.815	1.1	341.7	0.000001385
7135092.815	1.2	341.69	0.000001385
7135102.866	1.2	341.66	0.000001385
7135112.816	1.2	341.64	0.000001385
7135122.817	1.2	341.64	0.000001385
7135132.867	1.1	341.62	0.000001385
7135142.817	1.1	341.6	0.000001385
7135152.818	1.2	341.59	0.000001385
7135162.818	1.2	341.56	0.000001385
7135172.869	1.1	341.54	0.000001385
7135182.869	1.2	341.54	0.000001385
7135192.87	1.2	341.51	0.000001385
7135202.82	1.1	341.5	0.000001385
7135212.87	1.2	341.48	0.000001385
7135222.871	1.1	341.44	0.000001385
7135232.871	1.2	341.43	0.000001385
7135242.822	1.2	341.41	0.000001385
7135252.822	1.2	341.39	0.000001385
7135262.823	1.2	341.39	0.000001385
7135272.873	1.2	341.36	0.000001385
7135282.823	1.1	341.35	0.000001386
7135292.874	1.2	341.32	0.000001386
7135302.824	1.2	341.3	0.000001386
7135312.825	1.2	341.28	0.000001386
7135322.875	1.1	341.27	0.000001386
7135332.826	1.2	341.25	0.000001386
7135342.826	1.2	341.22	0.000001386
7135352.826	1.2	341.2	0.000001386
7135362.827	1.2	341.18	0.000001386
7135372.827	1.2	341.15	0.000001386
7135382.828	1.2	341.13	0.000001386
7135392.878	1.2	341.12	0.000001386
7135402.829	1.2	341.1	0.000001386
7135412.879	1.2	341.08	0.000001386
7135422.879	1.2	341.06	0.000001386
7135432.83	1.1	341.04	0.000001386
7135442.83	1.2	341.01	0.000001386
7135452.881	1.2	341	0.000001386
7135462.831	1.2	341.01	0.000001386
7135472.832	1.2	341.01	0.000001386
7135482.832	1.2	341.02	0.000001386
7135492.832	1.2	341.04	0.000001386
7135502.833	1.2	341.06	0.000001386
7135512.833	1.2	341.09	0.000001386
7135522.884	1.2	341.13	0.000001386
7135532.884	1.2	341.13	0.000001386
7135542.885	1.2	341.15	0.000001386
7135552.835	1.2	341.17	0.000001386
7135562.885	1.2	341.17	0.000001386
7135572.836	1.2	341.17	0.000001386
7135582.836	1.2	341.19	0.000001386
7135592.837	1.2	341.17	0.000001386
7135602.837	1.2	341.16	0.000001386
7135612.888	1.2	341.15	0.000001386
7135622.838	1.2	341.14	0.000001386
7135632.838	1.2	341.13	0.000001386
7135642.839	1.2	341.11	0.000001386
7135652.839	1.1	341.1	0.000001386
7135662.84	1.2	341.09	0.000001386
7135672.89	1.2	341.07	0.000001386
7135682.841	1.2	341.05	0.000001386
7135692.891	1.2	341.04	0.000001386
7135702.891	1.2	341.02	0.000001386
7135712.892	1.2	341	0.000001386
7135722.842	1.2	340.99	0.000001386
7135732.843	1.2	340.97	0.000001386
7135742.893	1.2	340.95	0.000001386
7135752.844	1.2	340.93	0.000001386
7135762.844	1.2	340.92	0.000001386
7135772.844	1.2	340.9	0.000001386
7135782.895	1.2	340.91	0.000001386
7135792.895	1.2	340.9	0.000001386
7135802.896	1.2	340.89	0.000001387
7135812.896	1.2	340.89	0.000001387
7135822.896	1.2	340.88	0.000001387
7135832.897	1.2	340.87	0.000001387
7135842.897	1.2	340.86	0.000001387
7135852.848	1.2	340.84	0.000001387
7135862.898	1.2	340.84	0.000001387
7135872.899	1.2	340.82	0.000001387
7135882.849	1.2	340.8	0.000001387
7135892.899	1.2	340.79	0.000001387
7135902.85	1.1	340.78	0.000001387
7135912.85	1.2	340.75	0.000001387
7135922.851	1.2	340.73	0.000001387
7135932.901	1.2	340.73	0.000001387
7135942.902	1.2	340.72	0.000001387
7135952.902	1.2	340.71	0.000001387
7135962.852	1.2	340.74	0.000001387
7135972.853	1.2	340.74	0.000001387
7135982.853	1.2	340.76	0.000001387
7135992.904	1.2	340.78	0.000001387
7136002.854	1.2	340.81	0.000001387
7136012.855	1.2	340.83	0.000001387
7136022.855	1.2	340.86	0.000001387
7136032.905	1.2	340.89	0.000001387
7136042.906	1.2	340.9	0.000001387
7136052.856	1.2	340.91	0.000001386
7136062.907	1.2	340.92	0.000001387
7136072.857	1.1	340.91	0.000001387
7136082.908	1.2	340.91	0.000001387
7136092.858	1.2	340.89	0.000001387
7136102.908	1.2	340.89	0.000001387
7136112.909	1.2	340.87	0.000001387
7136122.909	1.2	340.86	0.000001387
7136132.91	1.2	340.83	0.000001387
7136142.91	1.2	340.82	0.000001387
7136152.861	1.2	340.8	0.000001387
7136162.911	1.2	340.79	0.000001387
7136172.911	1.2	340.77	0.000001387
7136182.862	1.2	340.76	0.000001387
7136192.862	1.2	340.74	0.000001387
7136202.913	1.2	340.73	0.000001387
7136212.863	1.2	340.72	0.000001387
7136222.914	1.2	340.7	0.000001387
7136232.864	1.2	340.67	0.000001387
7136242.914	1.2	340.67	0.000001387
7136252.865	1.2	340.63	0.000001387
7136262.865	1.3	340.63	0.000001387
7136272.916	1.2	340.61	0.000001387
7136282.916	1.2	340.6	0.000001387
7136292.917	1.2	340.58	0.000001387
7136302.867	1.2	340.57	0.000001387
7136312.867	1.2	340.54	0.000001387
7136322.918	1.2	340.54	0.000001387
7136332.868	1.2	340.51	0.000001387
7136342.869	1.2	340.49	0.000001387
7136352.919	1.2	340.48	0.000001387
7136362.87	1.2	340.48	0.000001387
7136372.87	1.2	340.45	0.000001387
7136382.92	1.2	340.47	0.000001387
7136392.921	1.2	340.47	0.000001387
7136402.871	1.3	340.48	0.000001387
7136412.872	1.2	340.5	0.000001387
7136422.922	1.2	340.53	0.000001387
7136432.873	1.2	340.52	0.000001387
7136442.873	1.2	340.56	0.000001387
7136452.873	1.2	340.6	0.000001387
7136462.874	1.2	340.61	0.000001387
7136472.874	1.2	340.62	0.000001387
7136482.875	1.2	340.64	0.000001387
7136492.875	1.2	340.67	0.000001387
7136502.926	1.2	340.67	0.000001387
7136512.876	1.3	340.67	0.000001387
7136522.926	1.2	340.65	0.000001387
7136532.927	1.2	340.64	0.000001387
7136542.927	1.2	340.64	0.000001387
7136552.878	1.2	340.62	0.000001387
7136562.878	1.1	340.6	0.000001387
7136572.929	1.2	340.59	0.000001387
7136582.879	1.2	340.57	0.000001387
7136592.879	1.2	340.56	0.000001387
7136602.93	1.2	340.53	0.000001387
7136612.93	1.2	340.53	0.000001388
7136622.881	1.3	340.5	0.000001388
7136632.931	1.2	340.49	0.000001388
7136642.882	1.2	340.49	0.000001388
7136652.932	1.2	340.47	0.000001388
7136662.932	1.2	340.44	0.000001388
7136672.883	1.2	340.42	0.000001388
7136682.883	1.2	340.4	0.000001388
7136692.884	1.2	340.4	0.000001388
7136702.884	1.2	340.38	0.000001388
7136712.885	1.2	340.37	0.000001388
7136722.885	1.2	340.35	0.000001388
7136732.885	1.3	340.34	0.000001388
7136742.936	1.2	340.33	0.000001388
7136752.936	1.2	340.32	0.000001388
7136762.937	1.2	340.29	0.000001388
7136772.887	1.2	340.29	0.000001388
7136782.938	1.2	340.28	0.000001388
7136792.888	1.2	340.27	0.000001388
7136802.938	1.3	340.27	0.000001388
7136812.939	1.3	340.27	0.000001388
7136822.889	1.2	340.29	0.000001388
7136832.89	1.2	340.31	0.000001388
7136842.89	1.2	340.35	0.000001388
7136852.891	1.2	340.38	0.000001388
7136862.891	1.2	340.42	0.000001388
7136872.891	1.2	340.43	0.000001388
7136882.942	1.2	340.47	0.000001388
7136892.892	1.2	340.47	0.000001388
7136902.893	1.2	340.47	0.000001388
7136912.943	1.2	340.47	0.000001388
7136922.944	1.2	340.46	0.000001388
7136932.944	1.2	340.44	0.000001388
7136942.894	1.2	340.44	0.000001388
7136952.895	1.2	340.44	0.000001388
7136962.945	1.2	340.42	0.000001388
7136972.946	1.2	340.42	0.000001388
7136982.896	1.2	340.39	0.000001388
7136992.897	1.3	340.39	0.000001388
7137002.947	1.2	340.39	0.000001388
7137012.947	1.2	340.38	0.000001388
7137022.948	180.8	340.35	0.000001388
7137032.898	202.1	340.34	0.000001388
7137042.899	660.1	340.33	0.000001388
7137052.899	662.9	340.31	0.000001388
7137062.9	663.1	340.3	0.000001388
7137072.9	664.4	340.29	0.000001388
7137082.95	664.8	340.26	0.000001388
7137092.901	664.5	340.25	0.000001388
7137102.951	664.4	340.26	0.000001388
7137112.902	665.2	340.24	0.000001388
7137122.952	665.8	340.22	0.000001388
7137132.953	666.1	340.2	0.000001388
7137142.903	666	340.19	0.000001388
7137152.903	665.8	340.18	0.000001388
7137162.954	666.3	340.16	0.000001388
7137172.904	665.6	340.15	0.000001387
7137182.955	666.2	340.15	0.000001387
7137192.905	665.7	340.15	0.000001387
7137202.956	666.2	340.15	0.000001387
7137212.956	667.1	340.17	0.000001386
7137222.956	666	340.2	0.000001386
7137232.957	666.6	340.21	0.000001386
7137242.907	666	340.26	0.000001386
7137252.958	665.9	340.28	0.000001385
7137262.958	665.6	340.3	0.000001385
7137272.959	665.8	340.33	0.000001385
7137282.909	665.6	340.35	0.000001385
7137292.959	665.6	340.37	0.000001385
7137302.91	665.6	340.37	0.000001385
7137312.91	665.2	340.39	0.000001384
7137322.961	664.4	340.38	0.000001384
7137332.911	664.7	340.38	0.000001384
7137342.912	663.7	340.38	0.000001384
7137352.962	663	340.36	0.000001384
7137362.962	662	340.36	0.000001384
7137372.913	663.1	340.34	0.000001384
7137382.963	662.7	340.31	0.000001384
7137392.964	662.3	340.3	0.000001384
7137402.964	663.8	340.29	0.000001384
7137412.965	663.9	340.28	0.000001384
7137422.915	663.7	340.26	0.000001384
7137432.965	664.6	340.25	0.000001384
7137442.916	663.3	340.24	0.000001384
7137452.966	664.4	340.22	0.000001384
7137462.967	666.5	340.21	0.000001384
7137472.967	668.9	340.19	0.000001384
7137482.918	668.7	340.19	0.000001384
7137492.918	669.3	340.18	0.000001384
7137502.968	668.3	340.16	0.000001384
7137512.969	668.4	340.15	0.000001384
7137522.919	668	340.13	0.000001384
7137532.97	668.8	340.14	0.000001384
7137542.92	667.8	340.13	0.000001384
7137552.921	668.7	340.11	0.000001384
7137562.971	669.1	340.11	0.000001384
7137572.921	668.4	340.1	0.000001384
7137582.922	668.4	340.13	0.000001383
7137592.922	668	340.14	0.000001383
7137602.923	669	340.17	0.000001383
7137612.923	670.3	340.2	0.000001383
7137622.924	669.1	340.24	0.000001383
7137632.924	668.7	340.28	0.000001383
7137642.974	668.6	340.33	0.000001383
7137652.925	669.5	340.37	0.000001383
7137662.925	668.4	340.41	0.000001383
7137672.926	667.9	340.47	0.000001383
7137682.926	667.4	340.49	0.000001383
7137692.977	666.7	340.51	0.000001382
7137702.927	666.3	340.52	0.000001382
7137712.977	665.8	340.53	0.000001382
7137722.978	665.5	340.52	0.000001382
7137732.928	667	340.52	0.000001382
7137742.979	666.3	340.53	0.000001382
7137752.929	667.3	340.53	0.000001382
7137762.93	666.6	340.51	0.000001382
7137772.98	667.6	340.52	0.000001383
7137782.98	667.7	340.5	0.000001383
7137792.931	668	340.49	0.000001383
7137802.931	667.9	340.5	0.000001383
7137812.932	667.2	340.48	0.000001383
7137822.932	667.4	340.47	0.000001383
7137832.983	665.4	340.46	0.000001383
7137842.983	666.4	340.47	0.000001383
7137852.983	666.6	340.45	0.000001383
7137862.934	667	340.44	0.000001383
7137872.984	666.3	340.43	0.000001383
7137882.935	666.7	340.42	0.000001383
7137892.935	668.5	340.41	0.000001383
7137902.936	669.4	340.4	0.000001383
7137912.986	669.3	340.4	0.000001383
7137922.986	668.1	340.39	0.000001383
7137932.987	667.5	340.39	0.000001383
7137942.937	668.3	340.4	0.000001383
7137952.938	670.4	340.39	0.000001383
7137962.988	672.9	340.38	0.000001383
7137972.939	673.5	340.39	0.000001382
7137982.989	673.7	340.39	0.000001382
7137992.989	673.7	340.38	0.000001382
7138002.99	673.2	340.41	0.000001382
7138012.94	672.8	340.41	0.000001382
7138022.941	672.6	340.45	0.000001382
7138032.941	672.5	340.47	0.000001382
7138042.942	672.4	340.5	0.000001382
7138052.992	673.3	340.54	0.000001382
7138062.942	674.1	340.56	0.000001382
7138072.993	673.8	340.59	0.000001382
7138082.943	674	340.63	0.000001382
7138092.994	673.8	340.65	0.000001382
7138102.944	674.5	340.66	0.000001382
7138112.945	675	340.67	0.000001382
7138122.945	673.8	340.67	0.000001382
7138132.945	674	340.7	0.000001382
7138142.996	673.6	340.68	0.000001382
7138152.946	673.7	340.69	0.000001382
7138162.947	672.6	340.7	0.000001382
7138172.947	672.1	340.69	0.000001382
7138182.948	672.1	340.68	0.000001382
7138192.948	671.4	340.67	0.000001382
7138202.998	671.1	340.67	0.000001382
7138212.999	671.3	340.66	0.000001382
7138222.949	672	340.64	0.000001382
7138232.95	671.3	340.64	0.000001382
7138243	671.1	340.64	0.000001382
7138252.951	671	340.63	0.000001382
7138262.951	670.3	340.6	0.000001382
7138273.001	671.6	340.6	0.000001382
7138282.952	670.2	340.59	0.000001382
7138292.952	669.6	340.57	0.000001382
7138302.953	670	340.57	0.000001382
7138312.953	669.3	340.57	0.000001382
7138322.954	669.9	340.56	0.000001382
7138333.004	669.4	340.55	0.000001382
7138343.004	669.6	340.53	0.000001382
7138352.955	669.8	340.53	0.000001382
7138363.005	669.8	340.52	0.000001382
7138372.956	670.4	340.51	0.000001382
7138382.956	669.4	340.5	0.000001382
7138392.957	669.4	340.48	0.000001382
7138402.957	669.9	340.48	0.000001382
7138412.957	669.4	340.47	0.000001382
7138422.958	669.2	340.48	0.000001382
7138432.958	668.5	340.51	0.000001382
7138442.959	669.7	340.54	0.000001382
7138452.959	669.9	340.58	0.000001382
7138462.96	669.6	340.6	0.000001382
7138472.96	670.1	340.64	0.000001382
7138482.96	669.7	340.66	0.000001381
7138492.961	668.6	340.71	0.000001381
7138502.961	669.2	340.74	0.000001381
7138513.012	667.8	340.79	0.000001381
7138522.962	666.9	340.84	0.000001381
7138533.012	667.1	340.87	0.000001381
7138543.013	666.5	340.9	0.000001381
7138552.963	665.7	340.93	0.000001381
7138563.014	665.4	340.95	0.000001381
7138572.964	663.8	340.96	0.000001381
7138582.965	664	340.97	0.000001381
7138592.965	663.8	340.98	0.000001381
7138603.015	663.1	340.98	0.000001381
7138613.016	663.1	340.99	0.000001381
7138623.016	663	340.99	0.000001381
7138632.967	662.5	340.98	0.000001381
7138642.967	664.3	340.98	0.000001381
7138652.968	663.9	340.97	0.000001381
7138663.018	664.2	340.96	0.000001381
7138673.018	664.5	340.96	0.000001381
7138683.019	664.3	340.97	0.000001381
7138693.019	664.6	340.97	0.000001381
7138702.97	666	340.97	0.000001381
7138712.97	667	340.96	0.000001381
7138723.021	669.2	340.97	0.000001381
7138732.971	670.7	340.96	0.000001381
7138743.021	670.9	340.94	0.000001381
7138753.022	671.5	340.94	0.000001381
7138762.972	672.7	340.91	0.000001381
7138773.023	672.8	340.91	0.000001381
7138782.973	673.7	340.91	0.000001381
7138792.974	674.1	340.9	0.000001381
7138802.974	674.9	340.89	0.000001381
7138812.974	675.5	340.88	0.000001381
7138823.025	675	340.86	0.000001381
7138833.025	674.7	340.87	0.000001381
7138843.026	674.9	340.85	0.000001381
7138852.976	675.7	340.84	0.000001381
7138862.977	676.9	340.84	0.000001381
7138873.027	676.3	340.83	0.000001381
7138882.977	675.6	340.83	0.000001381
7138893.028	676.7	340.8	0.000001381
7138902.978	676.9	340.83	0.000001381
7138913.029	675.1	340.84	0.000001381
7138922.979	676.1	340.86	0.000001381
7138933.03	676.3	340.89	0.000001381
7138943.03	674.7	340.92	0.000001381
7138952.98	674.4	340.95	0.000001381
7138963.031	673.3	340.98	0.000001381
7138973.031	673.5	341.02	0.00000138
7138983.032	673.9	341.06	0.00000138
7138993.032	673.4	341.1	0.00000138
7139003.033	673.6	341.16	0.00000138
7139013.033	673.5	341.19	0.00000138
7139023.033	672.5	341.21	0.00000138
7139032.984	671.7	341.25	0.00000138
7139043.034	671.8	341.26	0.00000138
7139052.985	670.9	341.26	0.00000138
7139063.035	669.7	341.26	0.00000138
7139072.986	670.9	341.25	0.00000138
7139083.036	670.6	341.25	0.00000138
7139092.986	670.1	341.24	0.00000138
7139102.987	670.3	341.24	0.00000138
7139112.987	668.6	341.22	0.00000138
7139122.988	669.6	341.21	0.00000138
7139133.038	670.1	341.2	0.00000138
7139142.989	670.2	341.18	0.00000138
7139153.039	669.2	341.18	0.000001381
7139163.039	668.9	341.17	0.000001381
7139172.99	669.5	341.15	0.000001381
7139182.99	669.2	341.14	0.000001381
7139193.041	669.6	341.12	0.000001381
7139203.041	670	341.11	0.000001381
7139212.992	669.6	341.1	0.000001381
7139222.992	669.7	341.09	0.000001381
7139233.042	669	341.08	0.000001381
7139242.993	669	341.05	0.000001381
7139253.043	670	341.05	0.000001381
7139263.044	669.4	341.03	0.000001381
7139273.044	670	341.01	0.000001381
7139283.045	670.3	341.01	0.000001381
7139292.995	672.1	340.99	0.000001381
7139303.045	672.6	340.97	0.000001381
7139312.996	674.6	340.95	0.000001381
7139323.046	673.5	340.93	0.000001381
7139332.997	674.2	340.93	0.000001381
7139342.997	674.9	340.91	0.000001381
7139352.998	675.4	340.9	0.000001381
7139363.048	675.3	340.9	0.000001381
7139372.998	676.1	340.89	0.000001381
7139383.049	676.4	340.87	0.000001381
7139393.049	677.6	340.87	0.000001381
7139403	678.3	340.85	0.000001381
7139413	677.5	340.84	0.000001381
7139423.001	676.4	340.84	0.000001381
7139433.051	677	340.83	0.000001381
7139443.001	675.9	340.84	0.000001381
7139453.052	675.9	340.85	0.000001381
7139463.002	676.7	340.87	0.000001381
7139473.003	676.2	340.89	0.00000138
7139483.003	676.5	340.92	0.00000138
7139493.054	676.2	340.93	0.00000138
7139503.004	677.1	340.97	0.00000138
7139513.004	677.1	341	0.00000138
7139523.055	676.9	341.04	0.00000138
7139533.055	678	341.08	0.00000138
7139543.006	677.7	341.12	0.00000138
7139553.056	678.5	341.14	0.00000138
7139563.007	680.4	341.17	0.00000138
7139573.057	680.6	341.19	0.00000138
7139583.007	682.1	341.21	0.00000138
7139593.008	682.3	341.23	0.00000138
7139603.008	682.6	341.22	0.00000138
7139613.059	682.7	341.23	0.00000138
7139623.009	682.9	341.22	0.00000138
7139633.06	682.6	341.23	0.00000138
7139643.06	682.4	341.25	0.00000138
7139653.06	682.6	341.22	0.00000138
7139663.061	681.2	341.22	0.00000138
7139673.011	680.8	341.21	0.00000138
7139683.062	680	341.21	0.00000138
7139693.012	681.1	341.2	0.00000138
7139703.013	680.6	341.2	0.00000138
7139713.063	681.6	341.2	0.00000138
7139723.063	681.4	341.19	0.00000138
7139733.014	680.2	341.18	0.00000138
7139743.014	681	341.17	0.00000138
7139753.015	679.9	341.17	0.00000138
7139763.065	679.2	341.17	0.00000138
7139773.066	678.8	341.15	0.00000138
7139783.016	678.6	341.14	0.00000138
7139793.066	678.4	341.12	0.00000138
7139803.017	677.6	341.12	0.00000138
7139813.067	677.5	341.11	0.00000138
7139823.068	676.3	341.1	0.00000138
7139833.018	677	341.1	0.00000138
7139843.019	676.2	341.08	0.00000138
7139853.069	675.5	341.09	0.00000138
7139863.019	674.5	341.08	0.00000138
7139873.02	673.6	341.07	0.00000138
7139883.02	674.1	341.05	0.00000138
7139893.071	672.9	341.05	0.00000138
7139903.021	673	341.04	0.00000138
7139913.072	673.1	341.04	0.00000138
7139923.072	673.5	341.03	0.00000138
7139933.022	673.3	341.02	0.00000138
7139943.023	671.8	341.01	0.00000138
7139953.073	670.4	341	0.00000138
7139963.024	671.2	340.99	0.00000138
7139973.024	671.8	341	0.00000138
7139983.025	672.4	340.98	0.00000138
7139993.025	671.4	340.98	0.00000138
7140003.025	670.2	340.97	0.00000138
7140013.076	669.9	340.98	0.00000138
7140023.026	670.3	340.96	0.00000138
7140033.027	669.4	340.97	0.00000138
7140043.027	668.2	340.96	0.00000138
7140053.028	670.1	340.98	0.00000138
7140063.078	669.9	340.99	0.00000138
7140073.028	670.6	341.02	0.00000138
7140083.079	670.9	341.04	0.00000138
7140093.079	672.6	341.07	0.00000138
7140103.08	674.1	341.09	0.00000138
7140113.03	673.9	341.14	0.00000138
7140123.081	673.6	341.17	0.00000138
7140133.031	674.1	341.22	0.00000138
7140143.081	672.9	341.24	0.00000138
7140153.082	673.2	341.27	0.00000138
7140163.032	673	341.29	0.00000138
7140173.083	672.9	341.3	0.00000138
