#1			
float	DNI_THTFin_vdot(1779,4)		
7129522.781	1.2	304.44	0
7129532.731	1.2	307.52	0
7129542.782	1.2	310.92	0
7129552.732	1.2	314.18	0
7129562.733	1.2	316.92	0
7129572.783	1.1	319.47	0
7129582.783	1.2	323.07	0
7129592.734	1.2	326.52	0
7129602.784	1.2	327.4	0
7129612.735	1.2	328.72	0
7129622.785	1.2	331.48	0
7129632.786	1.2	332.89	0
7129642.736	1.2	333.94	0
7129652.786	1.2	334.28	0
7129662.737	1.2	335.54	0
7129672.787	1.2	335.94	0
7129682.788	1.1	336.25	0
7129692.788	1.1	336.53	0
7129702.789	1.2	339.23	0
7129712.789	1.2	342.18	0
7129722.789	1.2	342.74	0
7129732.74	1.2	343.36	0
7129742.74	1.2	343.81	0
7129752.791	1.2	344.12	0
7129762.741	1.2	344.48	0
7129772.742	1.2	344.69	0
7129782.742	1.1	344.88	0
7129792.792	1.2	344.83	0
7129802.743	1.2	344.4	0
7129812.793	1.2	344.05	0
7129822.794	1.2	343.69	0.000001385
7129832.744	1.1	343.24	0.000001384
7129842.745	1.1	342.87	0.000001384
7129852.795	1.1	342.64	0.000001383
7129862.795	1.2	342.51	0.000001383
7129872.746	1.2	342.44	0.000001383
7129882.796	1.1	342.39	0.000001382
7129892.797	1.2	342.37	0.000001382
7129902.797	1.1	342.37	0.000001382
7129912.798	1.1	342.39	0.000001382
7129922.798	1.2	342.4	0.000001382
7129932.748	1.1	342.43	0.000001382
7129942.749	1.1	342.48	0.000001381
7129952.749	1.2	342.51	0.000001381
7129962.8	1.2	342.53	0.000001381
7129972.75	1.1	342.56	0.000001381
7129982.751	1.2	342.6	0.000001381
7129992.751	1.2	342.61	0.000001381
7130002.751	1.1	342.66	0.000001381
7130012.802	1.2	342.7	0.000001381
7130022.802	1.1	342.73	0.000001381
7130032.753	1.2	342.75	0.000001381
7130042.753	1.2	342.77	0.000001381
7130052.804	1.1	342.8	0.000001381
7130062.804	1.2	342.82	0.000001381
7130072.804	1.1	342.85	0.000001381
7130082.805	1.2	342.89	0.000001381
7130092.805	1.2	342.91	0.000001381
7130102.806	1.2	342.94	0.000001381
7130112.756	1.1	342.95	0.000001381
7130122.807	1.1	342.98	0.000001381
7130132.807	1.2	342.99	0.000001381
7130142.757	1.2	343	0.000001381
7130152.808	1.2	343.03	0.000001381
7130162.808	1.2	343.05	0.000001381
7130172.759	1.1	343.07	0.000001381
7130182.809	1.1	343.09	0.000001381
7130192.76	1.1	343.11	0.000001381
7130202.76	1.2	343.12	0.000001381
7130212.76	1.2	343.14	0.000001381
7130222.761	1.2	343.14	0.000001381
7130232.811	1.1	343.15	0.000001381
7130242.812	1.2	343.18	0.000001381
7130252.762	1.2	343.19	0.000001381
7130262.763	1.2	343.21	0.000001381
7130272.813	1.2	343.21	0.000001381
7130282.813	1.2	343.22	0.000001381
7130292.814	1.1	343.22	0.000001381
7130302.764	1.1	343.22	0.000001381
7130312.765	1.1	343.23	0.000001381
7130322.765	1.1	343.24	0.000001381
7130332.766	1.2	343.22	0.000001381
7130342.816	1.1	343.24	0.000001381
7130352.816	1.1	343.24	0.000001381
7130362.767	1.1	343.23	0.000001381
7130372.767	1.1	343.23	0.000001381
7130382.818	1.1	343.23	0.000001381
7130392.818	1.2	343.23	0.000001381
7130402.769	1.1	343.22	0.000001381
7130412.769	1.2	343.22	0.000001381
7130422.819	1.2	343.22	0.000001381
7130432.77	1.2	343.2	0.000001381
7130442.82	1.1	343.21	0.000001381
7130452.821	1.1	343.21	0.000001381
7130462.821	1.1	343.2	0.000001381
7130472.772	1.1	343.2	0.000001381
7130482.772	1.1	343.2	0.000001381
7130492.772	1.2	343.19	0.000001381
7130502.823	1.1	343.19	0.000001381
7130512.773	1.1	343.18	0.000001381
7130522.824	1.2	343.15	0.000001381
7130532.824	1.1	343.16	0.000001381
7130542.775	1.2	343.15	0.000001381
7130552.775	1.1	343.14	0.000001381
7130562.775	1.2	343.14	0.000001381
7130572.776	1.2	343.12	0.000001381
7130582.776	1.2	343.13	0.000001381
7130592.827	1.1	343.11	0.000001381
7130602.777	1.1	343.11	0.000001381
7130612.778	1.2	343.11	0.000001381
7130622.828	1.1	343.09	0.000001381
7130632.828	1.1	343.09	0.000001382
7130642.779	1.1	343.09	0.000001382
7130652.829	1.1	343.07	0.000001382
7130662.83	1.2	343.05	0.000001382
7130672.83	1.2	343.03	0.000001382
7130682.831	1.1	343.03	0.000001382
7130692.831	1.1	343.04	0.000001382
7130702.781	1.2	343.02	0.000001382
7130712.832	1.2	343.01	0.000001382
7130722.782	1.2	343	0.000001382
7130732.833	1.1	342.99	0.000001382
7130742.783	1.1	342.97	0.000001382
7130752.834	1.2	342.96	0.000001382
7130762.834	1.2	342.94	0.000001382
7130772.834	1.2	342.94	0.000001382
7130782.785	1.1	342.92	0.000001382
7130792.785	1.2	342.91	0.000001382
7130802.786	1.2	342.9	0.000001382
7130812.836	1.2	342.89	0.000001382
7130822.837	1.2	342.87	0.000001382
7130832.837	1.1	342.85	0.000001382
7130842.787	1.2	342.85	0.000001382
7130852.838	1.1	342.85	0.000001382
7130862.838	1.1	342.84	0.000001382
7130872.839	1.2	342.83	0.000001382
7130882.789	1.2	342.82	0.000001382
7130892.84	1.2	342.8	0.000001382
7130902.84	1.2	342.78	0.000001382
7130912.79	1.1	342.75	0.000001382
7130922.791	1.2	342.74	0.000001382
7130932.841	1.2	342.71	0.000001383
7130942.842	1.1	342.7	0.000001383
7130952.842	1.1	342.69	0.000001383
7130962.793	1.2	342.66	0.000001383
7130972.793	1.2	342.65	0.000001383
7130982.793	1.2	342.63	0.000001383
7130992.794	1.1	342.62	0.000001383
7131002.844	1.2	342.6	0.000001383
7131012.845	1.2	342.57	0.000001383
7131022.795	1.2	342.55	0.000001383
7131032.846	1.1	342.54	0.000001383
7131042.846	1.1	342.51	0.000001383
7131052.846	1.2	342.49	0.000001383
7131062.847	1.1	342.49	0.000001383
7131072.847	1.2	342.47	0.000001383
7131082.848	1.1	342.46	0.000001383
7131092.848	1.1	342.44	0.000001383
7131102.849	1.1	342.41	0.000001383
7131112.849	1.2	342.4	0.000001383
7131122.849	1.1	342.38	0.000001383
7131132.85	1.2	342.37	0.000001383
7131142.8	1.2	342.36	0.000001383
7131152.851	1.2	342.34	0.000001383
7131162.851	1.1	342.32	0.000001383
7131172.852	1.1	342.3	0.000001383
7131182.802	1.2	342.28	0.000001383
7131192.852	1.2	342.26	0.000001383
7131202.803	1.1	342.24	0.000001383
7131212.803	1.1	342.22	0.000001384
7131222.804	1.2	342.2	0.000001384
7131232.854	1.1	342.19	0.000001384
7131242.805	1.2	342.17	0.000001384
7131252.855	1.1	342.16	0.000001384
7131262.805	1.2	342.13	0.000001384
7131272.856	1.2	342.12	0.000001384
7131282.856	1.1	342.12	0.000001384
7131292.807	1.2	342.08	0.000001384
7131302.807	1.2	342.06	0.000001384
7131312.808	1.2	342.03	0.000001384
7131322.808	1.2	342.01	0.000001384
7131332.808	1.2	341.99	0.000001384
7131342.859	1.2	341.98	0.000001384
7131352.859	1.2	341.96	0.000001384
7131362.81	1.2	341.94	0.000001384
7131372.81	1.2	341.93	0.000001384
7131382.861	1.1	341.89	0.000001384
7131392.811	1.2	341.87	0.000001384
7131402.861	1.2	341.85	0.000001384
7131412.862	1.2	341.84	0.000001384
7131422.862	1.2	341.82	0.000001384
7131432.863	1.2	341.8	0.000001384
7131442.813	1.2	341.77	0.000001384
7131452.864	1.2	341.71	0.000001385
7131462.864	1.1	341.72	0.000001385
7131472.864	1.2	341.71	0.000001385
7131482.815	1.1	341.7	0.000001385
7131492.815	1.2	341.69	0.000001385
7131502.866	1.2	341.66	0.000001385
7131512.816	1.2	341.64	0.000001385
7131522.817	1.2	341.64	0.000001385
7131532.867	1.1	341.62	0.000001385
7131542.817	1.1	341.6	0.000001385
7131552.818	1.2	341.59	0.000001385
7131562.818	1.2	341.56	0.000001385
7131572.869	1.1	341.54	0.000001385
7131582.869	1.2	341.54	0.000001385
7131592.87	1.2	341.51	0.000001385
7131602.82	1.1	341.5	0.000001385
7131612.87	1.2	341.48	0.000001385
7131622.871	1.1	341.44	0.000001385
7131632.871	1.2	341.43	0.000001385
7131642.822	1.2	341.41	0.000001385
7131652.822	1.2	341.39	0.000001385
7131662.823	1.2	341.39	0.000001385
7131672.873	1.2	341.36	0.000001385
7131682.823	1.1	341.35	0.000001386
7131692.874	1.2	341.32	0.000001386
7131702.824	1.2	341.3	0.000001386
7131712.825	1.2	341.28	0.000001386
7131722.875	1.1	341.27	0.000001386
7131732.826	1.2	341.25	0.000001386
7131742.826	1.2	341.22	0.000001386
7131752.826	1.2	341.2	0.000001386
7131762.827	1.2	341.18	0.000001386
7131772.827	1.2	341.15	0.000001386
7131782.828	1.2	341.13	0.000001386
7131792.878	1.2	341.12	0.000001386
7131802.829	1.2	341.1	0.000001386
7131812.879	1.2	341.08	0.000001386
7131822.879	1.2	341.06	0.000001386
7131832.83	1.1	341.04	0.000001386
7131842.83	1.2	341.01	0.000001386
7131852.881	1.2	341	0.000001386
7131862.831	1.2	341.01	0.000001386
7131872.832	1.2	341.01	0.000001386
7131882.832	1.2	341.02	0.000001386
7131892.832	1.2	341.04	0.000001386
7131902.833	1.2	341.06	0.000001386
7131912.833	1.2	341.09	0.000001386
7131922.884	1.2	341.13	0.000001386
7131932.884	1.2	341.13	0.000001386
7131942.885	1.2	341.15	0.000001386
7131952.835	1.2	341.17	0.000001386
7131962.885	1.2	341.17	0.000001386
7131972.836	1.2	341.17	0.000001386
7131982.836	1.2	341.19	0.000001386
7131992.837	1.2	341.17	0.000001386
7132002.837	1.2	341.16	0.000001386
7132012.888	1.2	341.15	0.000001386
7132022.838	1.2	341.14	0.000001386
7132032.838	1.2	341.13	0.000001386
7132042.839	1.2	341.11	0.000001386
7132052.839	1.1	341.1	0.000001386
7132062.84	1.2	341.09	0.000001386
7132072.89	1.2	341.07	0.000001386
7132082.841	1.2	341.05	0.000001386
7132092.891	1.2	341.04	0.000001386
7132102.891	1.2	341.02	0.000001386
7132112.892	1.2	341	0.000001386
7132122.842	1.2	340.99	0.000001386
7132132.843	1.2	340.97	0.000001386
7132142.893	1.2	340.95	0.000001386
7132152.844	1.2	340.93	0.000001386
7132162.844	1.2	340.92	0.000001386
7132172.844	1.2	340.9	0.000001386
7132182.895	1.2	340.91	0.000001386
7132192.895	1.2	340.9	0.000001386
7132202.896	1.2	340.89	0.000001387
7132212.896	1.2	340.89	0.000001387
7132222.896	1.2	340.88	0.000001387
7132232.897	1.2	340.87	0.000001387
7132242.897	1.2	340.86	0.000001387
7132252.848	1.2	340.84	0.000001387
7132262.898	1.2	340.84	0.000001387
7132272.899	1.2	340.82	0.000001387
7132282.849	1.2	340.8	0.000001387
7132292.899	1.2	340.79	0.000001387
7132302.85	1.1	340.78	0.000001387
7132312.85	1.2	340.75	0.000001387
7132322.851	1.2	340.73	0.000001387
7132332.901	1.2	340.73	0.000001387
7132342.902	1.2	340.72	0.000001387
7132352.902	1.2	340.71	0.000001387
7132362.852	1.2	340.74	0.000001387
7132372.853	1.2	340.74	0.000001387
7132382.853	1.2	340.76	0.000001387
7132392.904	1.2	340.78	0.000001387
7132402.854	1.2	340.81	0.000001387
7132412.855	1.2	340.83	0.000001387
7132422.855	1.2	340.86	0.000001387
7132432.905	1.2	340.89	0.000001387
7132442.906	1.2	340.9	0.000001387
7132452.856	1.2	340.91	0.000001386
7132462.907	1.2	340.92	0.000001387
7132472.857	1.1	340.91	0.000001387
7132482.908	1.2	340.91	0.000001387
7132492.858	1.2	340.89	0.000001387
7132502.908	1.2	340.89	0.000001387
7132512.909	1.2	340.87	0.000001387
7132522.909	1.2	340.86	0.000001387
7132532.91	1.2	340.83	0.000001387
7132542.91	1.2	340.82	0.000001387
7132552.861	1.2	340.8	0.000001387
7132562.911	1.2	340.79	0.000001387
7132572.911	1.2	340.77	0.000001387
7132582.862	1.2	340.76	0.000001387
7132592.862	1.2	340.74	0.000001387
7132602.913	1.2	340.73	0.000001387
7132612.863	1.2	340.72	0.000001387
7132622.914	1.2	340.7	0.000001387
7132632.864	1.2	340.67	0.000001387
7132642.914	1.2	340.67	0.000001387
7132652.865	1.2	340.63	0.000001387
7132662.865	1.3	340.63	0.000001387
7132672.916	1.2	340.61	0.000001387
7132682.916	1.2	340.6	0.000001387
7132692.917	1.2	340.58	0.000001387
7132702.867	1.2	340.57	0.000001387
7132712.867	1.2	340.54	0.000001387
7132722.918	1.2	340.54	0.000001387
7132732.868	1.2	340.51	0.000001387
7132742.869	1.2	340.49	0.000001387
7132752.919	1.2	340.48	0.000001387
7132762.87	1.2	340.48	0.000001387
7132772.87	1.2	340.45	0.000001387
7132782.92	1.2	340.47	0.000001387
7132792.921	1.2	340.47	0.000001387
7132802.871	1.3	340.48	0.000001387
7132812.872	1.2	340.5	0.000001387
7132822.922	1.2	340.53	0.000001387
7132832.873	1.2	340.52	0.000001387
7132842.873	1.2	340.56	0.000001387
7132852.873	1.2	340.6	0.000001387
7132862.874	1.2	340.61	0.000001387
7132872.874	1.2	340.62	0.000001387
7132882.875	1.2	340.64	0.000001387
7132892.875	1.2	340.67	0.000001387
7132902.926	1.2	340.67	0.000001387
7132912.876	1.3	340.67	0.000001387
7132922.926	1.2	340.65	0.000001387
7132932.927	1.2	340.64	0.000001387
7132942.927	1.2	340.64	0.000001387
7132952.878	1.2	340.62	0.000001387
7132962.878	1.1	340.6	0.000001387
7132972.929	1.2	340.59	0.000001387
7132982.879	1.2	340.57	0.000001387
7132992.879	1.2	340.56	0.000001387
7133002.93	1.2	340.53	0.000001387
7133012.93	1.2	340.53	0.000001388
7133022.881	1.3	340.5	0.000001388
7133032.931	1.2	340.49	0.000001388
7133042.882	1.2	340.49	0.000001388
7133052.932	1.2	340.47	0.000001388
7133062.932	1.2	340.44	0.000001388
7133072.883	1.2	340.42	0.000001388
7133082.883	1.2	340.4	0.000001388
7133092.884	1.2	340.4	0.000001388
7133102.884	1.2	340.38	0.000001388
7133112.885	1.2	340.37	0.000001388
7133122.885	1.2	340.35	0.000001388
7133132.885	1.3	340.34	0.000001388
7133142.936	1.2	340.33	0.000001388
7133152.936	1.2	340.32	0.000001388
7133162.937	1.2	340.29	0.000001388
7133172.887	1.2	340.29	0.000001388
7133182.938	1.2	340.28	0.000001388
7133192.888	1.2	340.27	0.000001388
7133202.938	1.3	340.27	0.000001388
7133212.939	1.3	340.27	0.000001388
7133222.889	1.2	340.29	0.000001388
7133232.89	1.2	340.31	0.000001388
7133242.89	1.2	340.35	0.000001388
7133252.891	1.2	340.38	0.000001388
7133262.891	1.2	340.42	0.000001388
7133272.891	1.2	340.43	0.000001388
7133282.942	1.2	340.47	0.000001388
7133292.892	1.2	340.47	0.000001388
7133302.893	1.2	340.47	0.000001388
7133312.943	1.2	340.47	0.000001388
7133322.944	1.2	340.46	0.000001388
7133332.944	1.2	340.44	0.000001388
7133342.894	1.2	340.44	0.000001388
7133352.895	1.2	340.44	0.000001388
7133362.945	1.2	340.42	0.000001388
7133372.946	1.2	340.42	0.000001388
7133382.896	1.2	340.39	0.000001388
7133392.897	1.3	340.39	0.000001388
7133402.947	1.2	340.39	0.000001388
7133412.947	1.2	340.38	0.000001388
7133422.948	180.8	340.35	0.000001388
7133432.898	202.1	340.34	0.000001388
7133442.899	660.1	340.33	0.000001388
7133452.899	662.9	340.31	0.000001388
7133462.9	663.1	340.3	0.000001388
7133472.9	664.4	340.29	0.000001388
7133482.95	664.8	340.26	0.000001388
7133492.901	664.5	340.25	0.000001388
7133502.951	664.4	340.26	0.000001388
7133512.902	665.2	340.24	0.000001388
7133522.952	665.8	340.22	0.000001388
7133532.953	666.1	340.2	0.000001388
7133542.903	666	340.19	0.000001388
7133552.903	665.8	340.18	0.000001388
7133562.954	666.3	340.16	0.000001388
7133572.904	665.6	340.15	0.000001387
7133582.955	666.2	340.15	0.000001387
7133592.905	665.7	340.15	0.000001387
7133602.956	666.2	340.15	0.000001387
7133612.956	667.1	340.17	0.000001386
7133622.956	666	340.2	0.000001386
7133632.957	666.6	340.21	0.000001386
7133642.907	666	340.26	0.000001386
7133652.958	665.9	340.28	0.000001385
7133662.958	665.6	340.3	0.000001385
7133672.959	665.8	340.33	0.000001385
7133682.909	665.6	340.35	0.000001385
7133692.959	665.6	340.37	0.000001385
7133702.91	665.6	340.37	0.000001385
7133712.91	665.2	340.39	0.000001384
7133722.961	664.4	340.38	0.000001384
7133732.911	664.7	340.38	0.000001384
7133742.912	663.7	340.38	0.000001384
7133752.962	663	340.36	0.000001384
7133762.962	662	340.36	0.000001384
7133772.913	663.1	340.34	0.000001384
7133782.963	662.7	340.31	0.000001384
7133792.964	662.3	340.3	0.000001384
7133802.964	663.8	340.29	0.000001384
7133812.965	663.9	340.28	0.000001384
7133822.915	663.7	340.26	0.000001384
7133832.965	664.6	340.25	0.000001384
7133842.916	663.3	340.24	0.000001384
7133852.966	664.4	340.22	0.000001384
7133862.967	666.5	340.21	0.000001384
7133872.967	668.9	340.19	0.000001384
7133882.918	668.7	340.19	0.000001384
7133892.918	669.3	340.18	0.000001384
7133902.968	668.3	340.16	0.000001384
7133912.969	668.4	340.15	0.000001384
7133922.919	668	340.13	0.000001384
7133932.97	668.8	340.14	0.000001384
7133942.92	667.8	340.13	0.000001384
7133952.921	668.7	340.11	0.000001384
7133962.971	669.1	340.11	0.000001384
7133972.921	668.4	340.1	0.000001384
7133982.922	668.4	340.13	0.000001383
7133992.922	668	340.14	0.000001383
7134002.923	669	340.17	0.000001383
7134012.923	670.3	340.2	0.000001383
7134022.924	669.1	340.24	0.000001383
7134032.924	668.7	340.28	0.000001383
7134042.974	668.6	340.33	0.000001383
7134052.925	669.5	340.37	0.000001383
7134062.925	668.4	340.41	0.000001383
7134072.926	667.9	340.47	0.000001383
7134082.926	667.4	340.49	0.000001383
7134092.977	666.7	340.51	0.000001382
7134102.927	666.3	340.52	0.000001382
7134112.977	665.8	340.53	0.000001382
7134122.978	665.5	340.52	0.000001382
7134132.928	667	340.52	0.000001382
7134142.979	666.3	340.53	0.000001382
7134152.929	667.3	340.53	0.000001382
7134162.93	666.6	340.51	0.000001382
7134172.98	667.6	340.52	0.000001383
7134182.98	667.7	340.5	0.000001383
7134192.931	668	340.49	0.000001383
7134202.931	667.9	340.5	0.000001383
7134212.932	667.2	340.48	0.000001383
7134222.932	667.4	340.47	0.000001383
7134232.983	665.4	340.46	0.000001383
7134242.983	666.4	340.47	0.000001383
7134252.983	666.6	340.45	0.000001383
7134262.934	667	340.44	0.000001383
7134272.984	666.3	340.43	0.000001383
7134282.935	666.7	340.42	0.000001383
7134292.935	668.5	340.41	0.000001383
7134302.936	669.4	340.4	0.000001383
7134312.986	669.3	340.4	0.000001383
7134322.986	668.1	340.39	0.000001383
7134332.987	667.5	340.39	0.000001383
7134342.937	668.3	340.4	0.000001383
7134352.938	670.4	340.39	0.000001383
7134362.988	672.9	340.38	0.000001383
7134372.939	673.5	340.39	0.000001382
7134382.989	673.7	340.39	0.000001382
7134392.989	673.7	340.38	0.000001382
7134402.99	673.2	340.41	0.000001382
7134412.94	672.8	340.41	0.000001382
7134422.941	672.6	340.45	0.000001382
7134432.941	672.5	340.47	0.000001382
7134442.942	672.4	340.5	0.000001382
7134452.992	673.3	340.54	0.000001382
7134462.942	674.1	340.56	0.000001382
7134472.993	673.8	340.59	0.000001382
7134482.943	674	340.63	0.000001382
7134492.994	673.8	340.65	0.000001382
7134502.944	674.5	340.66	0.000001382
7134512.945	675	340.67	0.000001382
7134522.945	673.8	340.67	0.000001382
7134532.945	674	340.7	0.000001382
7134542.996	673.6	340.68	0.000001382
7134552.946	673.7	340.69	0.000001382
7134562.947	672.6	340.7	0.000001382
7134572.947	672.1	340.69	0.000001382
7134582.948	672.1	340.68	0.000001382
7134592.948	671.4	340.67	0.000001382
7134602.998	671.1	340.67	0.000001382
7134612.999	671.3	340.66	0.000001382
7134622.949	672	340.64	0.000001382
7134632.95	671.3	340.64	0.000001382
7134643	671.1	340.64	0.000001382
7134652.951	671	340.63	0.000001382
7134662.951	670.3	340.6	0.000001382
7134673.001	671.6	340.6	0.000001382
7134682.952	670.2	340.59	0.000001382
7134692.952	669.6	340.57	0.000001382
7134702.953	670	340.57	0.000001382
7134712.953	669.3	340.57	0.000001382
7134722.954	669.9	340.56	0.000001382
7134733.004	669.4	340.55	0.000001382
7134743.004	669.6	340.53	0.000001382
7134752.955	669.8	340.53	0.000001382
7134763.005	669.8	340.52	0.000001382
7134772.956	670.4	340.51	0.000001382
7134782.956	669.4	340.5	0.000001382
7134792.957	669.4	340.48	0.000001382
7134802.957	669.9	340.48	0.000001382
7134812.957	669.4	340.47	0.000001382
7134822.958	669.2	340.48	0.000001382
7134832.958	668.5	340.51	0.000001382
7134842.959	669.7	340.54	0.000001382
7134852.959	669.9	340.58	0.000001382
7134862.96	669.6	340.6	0.000001382
7134872.96	670.1	340.64	0.000001382
7134882.96	669.7	340.66	0.000001381
7134892.961	668.6	340.71	0.000001381
7134902.961	669.2	340.74	0.000001381
7134913.012	667.8	340.79	0.000001381
7134922.962	666.9	340.84	0.000001381
7134933.012	667.1	340.87	0.000001381
7134943.013	666.5	340.9	0.000001381
7134952.963	665.7	340.93	0.000001381
7134963.014	665.4	340.95	0.000001381
7134972.964	663.8	340.96	0.000001381
7134982.965	664	340.97	0.000001381
7134992.965	663.8	340.98	0.000001381
7135003.015	663.1	340.98	0.000001381
7135013.016	663.1	340.99	0.000001381
7135023.016	663	340.99	0.000001381
7135032.967	662.5	340.98	0.000001381
7135042.967	664.3	340.98	0.000001381
7135052.968	663.9	340.97	0.000001381
7135063.018	664.2	340.96	0.000001381
7135073.018	664.5	340.96	0.000001381
7135083.019	664.3	340.97	0.000001381
7135093.019	664.6	340.97	0.000001381
7135102.97	666	340.97	0.000001381
7135112.97	667	340.96	0.000001381
7135123.021	669.2	340.97	0.000001381
7135132.971	670.7	340.96	0.000001381
7135143.021	670.9	340.94	0.000001381
7135153.022	671.5	340.94	0.000001381
7135162.972	672.7	340.91	0.000001381
7135173.023	672.8	340.91	0.000001381
7135182.973	673.7	340.91	0.000001381
7135192.974	674.1	340.9	0.000001381
7135202.974	674.9	340.89	0.000001381
7135212.974	675.5	340.88	0.000001381
7135223.025	675	340.86	0.000001381
7135233.025	674.7	340.87	0.000001381
7135243.026	674.9	340.85	0.000001381
7135252.976	675.7	340.84	0.000001381
7135262.977	676.9	340.84	0.000001381
7135273.027	676.3	340.83	0.000001381
7135282.977	675.6	340.83	0.000001381
7135293.028	676.7	340.8	0.000001381
7135302.978	676.9	340.83	0.000001381
7135313.029	675.1	340.84	0.000001381
7135322.979	676.1	340.86	0.000001381
7135333.03	676.3	340.89	0.000001381
7135343.03	674.7	340.92	0.000001381
7135352.98	674.4	340.95	0.000001381
7135363.031	673.3	340.98	0.000001381
7135373.031	673.5	341.02	0.00000138
7135383.032	673.9	341.06	0.00000138
7135393.032	673.4	341.1	0.00000138
7135403.033	673.6	341.16	0.00000138
7135413.033	673.5	341.19	0.00000138
7135423.033	672.5	341.21	0.00000138
7135432.984	671.7	341.25	0.00000138
7135443.034	671.8	341.26	0.00000138
7135452.985	670.9	341.26	0.00000138
7135463.035	669.7	341.26	0.00000138
7135472.986	670.9	341.25	0.00000138
7135483.036	670.6	341.25	0.00000138
7135492.986	670.1	341.24	0.00000138
7135502.987	670.3	341.24	0.00000138
7135512.987	668.6	341.22	0.00000138
7135522.988	669.6	341.21	0.00000138
7135533.038	670.1	341.2	0.00000138
7135542.989	670.2	341.18	0.00000138
7135553.039	669.2	341.18	0.000001381
7135563.039	668.9	341.17	0.000001381
7135572.99	669.5	341.15	0.000001381
7135582.99	669.2	341.14	0.000001381
7135593.041	669.6	341.12	0.000001381
7135603.041	670	341.11	0.000001381
7135612.992	669.6	341.1	0.000001381
7135622.992	669.7	341.09	0.000001381
7135633.042	669	341.08	0.000001381
7135642.993	669	341.05	0.000001381
7135653.043	670	341.05	0.000001381
7135663.044	669.4	341.03	0.000001381
7135673.044	670	341.01	0.000001381
7135683.045	670.3	341.01	0.000001381
7135692.995	672.1	340.99	0.000001381
7135703.045	672.6	340.97	0.000001381
7135712.996	674.6	340.95	0.000001381
7135723.046	673.5	340.93	0.000001381
7135732.997	674.2	340.93	0.000001381
7135742.997	674.9	340.91	0.000001381
7135752.998	675.4	340.9	0.000001381
7135763.048	675.3	340.9	0.000001381
7135772.998	676.1	340.89	0.000001381
7135783.049	676.4	340.87	0.000001381
7135793.049	677.6	340.87	0.000001381
7135803	678.3	340.85	0.000001381
7135813	677.5	340.84	0.000001381
7135823.001	676.4	340.84	0.000001381
7135833.051	677	340.83	0.000001381
7135843.001	675.9	340.84	0.000001381
7135853.052	675.9	340.85	0.000001381
7135863.002	676.7	340.87	0.000001381
7135873.003	676.2	340.89	0.00000138
7135883.003	676.5	340.92	0.00000138
7135893.054	676.2	340.93	0.00000138
7135903.004	677.1	340.97	0.00000138
7135913.004	677.1	341	0.00000138
7135923.055	676.9	341.04	0.00000138
7135933.055	678	341.08	0.00000138
7135943.006	677.7	341.12	0.00000138
7135953.056	678.5	341.14	0.00000138
7135963.007	680.4	341.17	0.00000138
7135973.057	680.6	341.19	0.00000138
7135983.007	682.1	341.21	0.00000138
7135993.008	682.3	341.23	0.00000138
7136003.008	682.6	341.22	0.00000138
7136013.059	682.7	341.23	0.00000138
7136023.009	682.9	341.22	0.00000138
7136033.06	682.6	341.23	0.00000138
7136043.06	682.4	341.25	0.00000138
7136053.06	682.6	341.22	0.00000138
7136063.061	681.2	341.22	0.00000138
7136073.011	680.8	341.21	0.00000138
7136083.062	680	341.21	0.00000138
7136093.012	681.1	341.2	0.00000138
7136103.013	680.6	341.2	0.00000138
7136113.063	681.6	341.2	0.00000138
7136123.063	681.4	341.19	0.00000138
7136133.014	680.2	341.18	0.00000138
7136143.014	681	341.17	0.00000138
7136153.015	679.9	341.17	0.00000138
7136163.065	679.2	341.17	0.00000138
7136173.066	678.8	341.15	0.00000138
7136183.016	678.6	341.14	0.00000138
7136193.066	678.4	341.12	0.00000138
7136203.017	677.6	341.12	0.00000138
7136213.067	677.5	341.11	0.00000138
7136223.068	676.3	341.1	0.00000138
7136233.018	677	341.1	0.00000138
7136243.019	676.2	341.08	0.00000138
7136253.069	675.5	341.09	0.00000138
7136263.019	674.5	341.08	0.00000138
7136273.02	673.6	341.07	0.00000138
7136283.02	674.1	341.05	0.00000138
7136293.071	672.9	341.05	0.00000138
7136303.021	673	341.04	0.00000138
7136313.072	673.1	341.04	0.00000138
7136323.072	673.5	341.03	0.00000138
7136333.022	673.3	341.02	0.00000138
7136343.023	671.8	341.01	0.00000138
7136353.073	670.4	341	0.00000138
7136363.024	671.2	340.99	0.00000138
7136373.024	671.8	341	0.00000138
7136383.025	672.4	340.98	0.00000138
7136393.025	671.4	340.98	0.00000138
7136403.025	670.2	340.97	0.00000138
7136413.076	669.9	340.98	0.00000138
7136423.026	670.3	340.96	0.00000138
7136433.027	669.4	340.97	0.00000138
7136443.027	668.2	340.96	0.00000138
7136453.028	670.1	340.98	0.00000138
7136463.078	669.9	340.99	0.00000138
7136473.028	670.6	341.02	0.00000138
7136483.079	670.9	341.04	0.00000138
7136493.079	672.6	341.07	0.00000138
7136503.08	674.1	341.09	0.00000138
7136513.03	673.9	341.14	0.00000138
7136523.081	673.6	341.17	0.00000138
7136533.031	674.1	341.22	0.00000138
7136543.081	672.9	341.24	0.00000138
7136553.082	673.2	341.27	0.00000138
7136563.032	673	341.29	0.00000138
7136573.083	672.9	341.3	0.00000138
7136583.033	671.9	341.3	0.00000138
7136593.084	672.4	341.31	0.00000138
7136603.084	673.1	341.31	0.00000138
