[			
0	,	0	;
7133413	,	0.000000000	;
7133423	,	0.000001385	;
7133433	,	0.000001384	;
7133443	,	0.000001384	;
7133453	,	0.000001383	;
7133463	,	0.000001383	;
7133473	,	0.000001383	;
7133483	,	0.000001382	;
7133493	,	0.000001382	;
7133503	,	0.000001382	;
7133513	,	0.000001382	;
7133523	,	0.000001382	;
7133533	,	0.000001382	;
7133543	,	0.000001381	;
7133553	,	0.000001381	;
7133563	,	0.000001381	;
7133573	,	0.000001381	;
7133583	,	0.000001381	;
7133593	,	0.000001381	;
7133603	,	0.000001381	;
7133613	,	0.000001381	;
7133623	,	0.000001381	;
7133633	,	0.000001381	;
7133643	,	0.000001381	;
7133653	,	0.000001381	;
7133663	,	0.000001381	;
7133673	,	0.000001381	;
7133683	,	0.000001381	;
7133693	,	0.000001381	;
7133703	,	0.000001381	;
7133713	,	0.000001381	;
7133723	,	0.000001381	;
7133733	,	0.000001381	;
7133743	,	0.000001381	;
7133753	,	0.000001381	;
7133763	,	0.000001381	;
7133773	,	0.000001381	;
7133783	,	0.000001381	;
7133793	,	0.000001381	;
7133803	,	0.000001381	;
7133813	,	0.000001381	;
7133823	,	0.000001381	;
7133833	,	0.000001381	;
7133843	,	0.000001381	;
7133853	,	0.000001381	;
7133863	,	0.000001381	;
7133873	,	0.000001381	;
7133883	,	0.000001381	;
7133893	,	0.000001381	;
7133903	,	0.000001381	;
7133913	,	0.000001381	;
7133923	,	0.000001381	;
7133933	,	0.000001381	;
7133943	,	0.000001381	;
7133953	,	0.000001381	;
7133963	,	0.000001381	;
7133973	,	0.000001381	;
7133983	,	0.000001381	;
7133993	,	0.000001381	;
7134003	,	0.000001381	;
7134013	,	0.000001381	;
7134023	,	0.000001381	;
7134033	,	0.000001381	;
7134043	,	0.000001381	;
7134053	,	0.000001381	;
7134063	,	0.000001381	;
7134073	,	0.000001381	;
7134083	,	0.000001381	;
7134093	,	0.000001381	;
7134103	,	0.000001381	;
7134113	,	0.000001381	;
7134123	,	0.000001381	;
7134133	,	0.000001381	;
7134143	,	0.000001381	;
7134153	,	0.000001381	;
7134163	,	0.000001381	;
7134173	,	0.000001381	;
7134183	,	0.000001381	;
7134193	,	0.000001381	;
7134203	,	0.000001381	;
7134213	,	0.000001381	;
7134223	,	0.000001381	;
7134233	,	0.000001382	;
7134243	,	0.000001382	;
7134253	,	0.000001382	;
7134263	,	0.000001382	;
7134273	,	0.000001382	;
7134283	,	0.000001382	;
7134293	,	0.000001382	;
7134303	,	0.000001382	;
7134313	,	0.000001382	;
7134323	,	0.000001382	;
