#1	
float	Flow(1780,2)
7138623.016	0.000001381
7138632.967	0.000001381
7138642.967	0.000001381
7138652.968	0.000001381
7138663.018	0.000001381
7138673.018	0.000001381
7138683.019	0.000001381
7138693.019	0.000001381
7138702.97	0.000001381
7138712.97	0.000001381
7138723.021	0.000001381
7138732.971	0.000001381
7138743.021	0.000001381
7138753.022	0.000001381
7138762.972	0.000001381
7138773.023	0.000001381
7138782.973	0.000001381
7138792.974	0.000001381
7138802.974	0.000001381
7138812.974	0.000001381
7138823.025	0.000001381
7138833.025	0.000001381
7138843.026	0.000001381
7138852.976	0.000001381
7138862.977	0.000001381
7138873.027	0.000001381
7138882.977	0.000001381
7138893.028	0.000001381
7138902.978	0.000001381
7138913.029	0.000001381
7138922.979	0.000001381
7138933.03	0.000001381
7138943.03	0.000001381
7138952.98	0.000001381
7138963.031	0.000001381
7138973.031	0.00000138
7138983.032	0.00000138
7138993.032	0.00000138
7139003.033	0.00000138
7139013.033	0.00000138
7139023.033	0.00000138
7139032.984	0.00000138
7139043.034	0.00000138
7139052.985	0.00000138
7139063.035	0.00000138
7139072.986	0.00000138
7139083.036	0.00000138
7139092.986	0.00000138
7139102.987	0.00000138
7139112.987	0.00000138
7139122.988	0.00000138
7139133.038	0.00000138
7139142.989	0.00000138
7139153.039	0.000001381
7139163.039	0.000001381
7139172.99	0.000001381
7139182.99	0.000001381
7139193.041	0.000001381
7139203.041	0.000001381
7139212.992	0.000001381
7139222.992	0.000001381
7139233.042	0.000001381
7139242.993	0.000001381
7139253.043	0.000001381
7139263.044	0.000001381
7139273.044	0.000001381
7139283.045	0.000001381
7139292.995	0.000001381
7139303.045	0.000001381
7139312.996	0.000001381
7139323.046	0.000001381
7139332.997	0.000001381
7139342.997	0.000001381
7139352.998	0.000001381
7139363.048	0.000001381
7139372.998	0.000001381
7139383.049	0.000001381
7139393.049	0.000001381
7139403	0.000001381
7139413	0.000001381
7139423.001	0.000001381
7139433.051	0.000001381
7139443.001	0.000001381
7139453.052	0.000001381
7139463.002	0.000001381
7139473.003	0.00000138
7139483.003	0.00000138
7139493.054	0.00000138
7139503.004	0.00000138
7139513.004	0.00000138
7139523.055	0.00000138
7139533.055	0.00000138
7139543.006	0.00000138
7139553.056	0.00000138
7139563.007	0.00000138
7139573.057	0.00000138
7139583.007	0.00000138
7139593.008	0.00000138
7139603.008	0.00000138
7139613.059	0.00000138
7139623.009	0.00000138
7139633.06	0.00000138
7139643.06	0.00000138
7139653.06	0.00000138
7139663.061	0.00000138
7139673.011	0.00000138
7139683.062	0.00000138
7139693.012	0.00000138
7139703.013	0.00000138
7139713.063	0.00000138
7139723.063	0.00000138
7139733.014	0.00000138
7139743.014	0.00000138
7139753.015	0.00000138
7139763.065	0.00000138
7139773.066	0.00000138
7139783.016	0.00000138
7139793.066	0.00000138
7139803.017	0.00000138
7139813.067	0.00000138
7139823.068	0.00000138
7139833.018	0.00000138
7139843.019	0.00000138
7139853.069	0.00000138
7139863.019	0.00000138
7139873.02	0.00000138
7139883.02	0.00000138
7139893.071	0.00000138
7139903.021	0.00000138
7139913.072	0.00000138
7139923.072	0.00000138
7139933.022	0.00000138
7139943.023	0.00000138
7139953.073	0.00000138
7139963.024	0.00000138
7139973.024	0.00000138
7139983.025	0.00000138
7139993.025	0.00000138
7140003.025	0.00000138
7140013.076	0.00000138
7140023.026	0.00000138
7140033.027	0.00000138
7140043.027	0.00000138
7140053.028	0.00000138
7140063.078	0.00000138
7140073.028	0.00000138
7140083.079	0.00000138
7140093.079	0.00000138
7140103.08	0.00000138
7140113.03	0.00000138
7140123.081	0.00000138
7140133.031	0.00000138
7140143.081	0.00000138
7140153.082	0.00000138
7140163.032	0.00000138
7140173.083	0.00000138
7140183.033	0.00000138
7140193.084	0.00000138
7140203.084	0.00000138
7140213.084	0.00000138
7140223.085	0.00000138
7140233.035	0.00000138
7140243.036	0.00000138
7140253.086	0.00000138
7140263.087	0.00000138
7140273.037	0.00000138
7140283.087	0.00000138
7140293.088	0.00000138
7140303.088	0.00000138
7140313.089	0.00000138
7140323.039	0.00000138
7140333.04	0.00000138
7140343.04	0.00000138
7140353.04	0.00000138
7140363.091	0.00000138
7140373.041	0.00000138
7140383.042	0.00000138
7140393.042	0.00000138
7140403.043	0.00000138
7140413.043	0.00000138
7140423.093	0.00000138
7140433.094	0.00000138
7140443.044	0.00000138
7140453.095	0.00000138
7140463.045	0.00000138
7140473.096	0.00000138
7140483.046	0.00000138
7140493.046	0.00000138
7140503.097	0.00000138
7140513.047	0.00000138
7140523.048	0.00000138
7140533.048	0.00000138
7140543.049	0.00000138
7140553.049	0.00000138
7140563.049	0.00000138
7140573.05	0.00000138
7140583.1	0.00000138
7140593.101	0.00000138
7140603.051	0.00000138
7140613.102	0.00000138
7140623.102	0.00000138
7140633.102	0.00000138
7140643.103	0.00000138
7140653.053	0.00000138
7140663.054	0.000001379
7140673.054	0.000001379
7140683.105	0.000001379
7140693.105	0.000001379
7140703.105	0.000001379
7140713.106	0.000001379
7140723.056	0.000001379
7140733.057	0.000001379
7140743.107	0.000001379
7140753.108	0.000001379
7140763.108	0.000001379
7140773.108	0.000001379
7140783.109	0.000001379
7140793.109	0.000001379
7140803.11	0.000001379
7140813.06	0.000001379
7140823.061	0.000001379
7140833.111	0.000001379
7140843.061	0.000001379
7140853.112	0.000001379
7140863.062	0.000001379
7140873.113	0.000001379
7140883.113	0.000001379
7140893.064	0.000001379
7140903.064	0.000001379
7140913.114	0.000001379
7140923.065	0.00000138
7140933.065	0.00000138
7140943.116	0.00000138
7140953.066	0.00000138
7140963.067	0.00000138
7140973.067	0.00000138
7140983.117	0.00000138
7140993.118	0.00000138
7141003.068	0.00000138
7141013.119	0.00000138
7141023.119	0.00000138
7141033.12	0.00000138
7141043.12	0.00000138
7141053.07	0.00000138
7141063.121	0.00000138
7141073.121	0.00000138
7141083.122	0.00000138
7141093.072	0.000001381
7141103.122	0.000001381
7141113.073	0.000001381
7141123.123	0.000001381
7141133.124	0.000001382
7141143.074	0.000001382
7141153.075	0.000001382
7141163.125	0.000001383
7141173.075	0.000001383
7141183.076	0.000001383
7141193.126	0.000001383
7141203.127	0.000001384
7141213.127	0.000001384
7141223.078	0.000001384
7141233.128	0.000001384
7141243.128	0.000001384
7141253.129	0.000001384
7141263.129	0.000001384
7141273.13	0.000001384
7141283.13	0.000001385
7141293.131	0.000001385
7141303.131	0.000001385
7141313.081	0.000001385
7141323.082	0.000001385
7141333.132	0.000001385
7141343.083	0.000001385
7141353.133	0.000001385
7141363.134	0.000001386
7141373.134	0.000001387
7141383.084	0.000001388
7141393.135	0.000001388
7141403.135	0.000001388
7141413.136	0.000001389
7141423.136	0.000001389
7141433.087	0.00000139
7141443.137	0.00000139
7141453.087	0.00000139
7141463.138	0.000001391
7141473.138	0.000001391
7141483.089	0.000001391
7141493.089	0.000001392
7141503.14	0.000001392
7141513.14	0.000001392
7141523.14	0.000001392
7141533.141	0.000001393
7141543.141	0.000001393
7141553.142	0.000001393
7141563.142	0.000001394
7141573.143	0.000001394
31557185.89	0
